0.05233871,0.03489248,0.03489248,0.05233871,0.03489248,0.03489248,0.0,0.10467743,0.01744624,0.01744624,0.0,0.03489248,0.06978495,0.06978495,0.03489248,0.10467743,-0.00290159,-0.00870475,0.05112666,0.05685637,0.04581933,0.0541568,0.05711347,0.05784805,-0.06289828,-0.06383487,0.05841735,0.04534185,0.01381007
0.09029131,0.18058262,0.31601958,0.04514565,0.18058262,0.0,0.09029131,0.0,0.31601958,0.09029131,0.31601958,0.04514565,0.0,0.04514565,0.04514565,0.04514565,0.09010122,-0.10511809,-0.12379414,-0.09927292,-0.12602766,-0.09775222,-0.09832248,-0.09585135,0.0911467,0.21023618,-0.21536853,-0.21218457,-0.0236183
0.04872544,0.14617633,0.34107811,0.0,0.24362722,0.0,0.0,0.09745089,0.19490178,0.19490178,0.438529,0.04872544,0.04872544,0.0,0.09745089,0.04872544,0.02431143,-0.08914192,-0.1626917,-0.14207314,-0.15463917,-0.12858388,-0.15776786,-0.16135816,0.13350772,0.24311432,-0.18900344,-0.17500128,0.01030928
0.04558651,0.02279325,0.04558651,0.06837976,0.04558651,0.02279325,0.04558651,0.06837976,0.02279325,0.09117301,0.09117301,0.06837976,0.04558651,0.04558651,0.09117301,0.09117301,-0.0341179,-0.02274527,0.01252429,0.00508649,0.01631517,0.00616617,0.00131961,0.00151155,-0.0,0.02274527,0.0192663,0.01873845,0.04145973
0.19992284,0.06664095,0.16660236,0.03332047,0.06664095,0.0,0.0,0.03332047,0.16660236,0.06664095,0.29988426,0.06664095,0.0,0.0,0.13328189,0.03332047,0.08312581,-0.14962646,-0.03560029,-0.01564308,-0.03581074,-0.01066255,-0.02728771,-0.02634071,0.01922065,0.17179334,-0.16214794,-0.16562029,0.02178107
0.12223995,0.07334397,0.12223995,0.07334397,0.14668794,0.02444799,0.0,0.02444799,0.02444799,0.07334397,0.02444799,0.04889598,0.12223995,0.02444799,0.02444799,0.04889598,0.09758608,-0.03659478,0.03255443,0.05844356,0.02352154,0.05643625,0.05327088,0.05738844,-0.06698749,-0.04066087,-0.07056462,-0.07923722,-0.06307581
0.10755732,0.08066799,0.10755732,0.10755732,0.08066799,0.0,0.0,0.05377866,0.13444665,0.02688933,0.08066799,0.05377866,0.08066799,0.02688933,0.08066799,0.05377866,0.09838664,-0.08049816,0.02168129,0.03498443,0.01075573,0.02666289,0.04726861,0.04885367,-0.06204359,0.00894424,-0.09397113,-0.10263232,-0.03396547
0.0,0.1438014,0.1917352,0.0,0.1917352,0.47933801,0.1438014,0.0958676,0.1438014,0.1917352,0.1438014,0.0479338,0.0,0.0958676,0.0479338,0.0,-0.08769363,0.24713659,-0.21161512,-0.23331147,-0.1837126,-0.2133811,-0.24764115,-0.25823705,0.25576467,0.04783289,0.04243403,0.06988244,-0.14481054
0.04541435,0.06812152,0.04541435,0.0,0.06812152,0.11353587,0.0,0.15895021,0.04541435,0.04541435,0.02270717,0.02270717,0.0,0.13624304,0.04541435,0.09082869,-0.0490953,0.07553123,-0.00762483,-0.01835696,-0.00475656,-0.01828525,-0.01398284,-0.0178072,0.00982384,-0.06420154,0.11434854,0.10478763,-0.01866769
0.07597974,0.02532658,0.10130632,0.02532658,0.02532658,0.05065316,0.0,0.07597974,0.10130632,0.05065316,0.17728606,0.05065316,0.05065316,0.02532658,0.07597974,0.10130632,-0.00842442,-0.05897094,-0.00639829,0.00303919,-0.005012,0.00778459,-0.00783791,-0.00805119,-0.0,0.05897094,-0.01215676,-0.01850173,0.04249533
