0.0,0.00302106,0.00302106,0.00604212,0.00604212,0.00906318,0.00604212,0.00906318,0.0,0.00604212,0.00604212,0.01812637,0.00604212,0.01208425,0.01208425,0.01812637,0.12660339,0.16330895,0.14712194,0.15477593,0.12548481,0.16186251
0.01640034,0.01640034,0.00468581,0.00234291,0.01640034,0.00468581,0.00937162,0.00234291,0.00468581,0.00937162,0.0,0.0,0.00234291,0.0,0.00234291,0.00234291,0.16786657,0.16353513,0.14624296,0.14059493,0.13483398,0.15321021
0.02038032,0.00905792,0.00905792,0.00226448,0.01585136,0.00226448,0.00679344,0.0,0.0,0.0113224,0.0,0.00452896,0.00452896,0.00226448,0.0,0.00226448,0.14029012,0.18949137,0.15527947,0.11901081,0.14262599,0.16272304
0.00870117,0.00217529,0.00870117,0.00652588,0.00435058,0.00435058,0.00217529,0.00652588,0.00435058,0.00435058,0.00217529,0.00652588,0.00870117,0.00435058,0.00435058,0.00870117,0.14559273,0.16566901,0.15594363,0.13717778,0.14604869,0.16255646
0.01738438,0.00965799,0.0038632,0.0038632,0.00965799,0.01158959,0.0038632,0.0019316,0.0,0.0038632,0.0,0.0019316,0.00772639,0.0,0.0,0.0019316,0.14086914,0.18259678,0.1426706,0.11927818,0.17699501,0.16032635
0.00243975,0.00243975,0.00731926,0.0048795,0.01219876,0.01219876,0.00731926,0.00731926,0.0,0.01463851,0.00243975,0.00243975,0.00243975,0.01219876,0.00243975,0.0048795,0.11817109,0.17412759,0.13927794,0.105899,0.16405065,0.20088364
0.00657725,0.01096208,0.00219242,0.00438483,0.00876967,0.00876967,0.00657725,0.00876967,0.0,0.00657725,0.0,0.00438483,0.00657725,0.00657725,0.00219242,0.00438483,0.1475128,0.11668186,0.14825256,0.16848546,0.15229746,0.1790732
0.00872952,0.00872952,0.01163935,0.00290984,0.01163935,0.0,0.00872952,0.0,0.00872952,0.01163935,0.02909839,0.00581968,0.00290984,0.0,0.00581968,0.0,0.16700334,0.13931232,0.15036558,0.15610964,0.14042568,0.1303899
0.00270685,0.0054137,0.0054137,0.00270685,0.0054137,0.0054137,0.00812056,0.0,0.0,0.00812056,0.01353426,0.01894797,0.0054137,0.0,0.01624111,0.01082741,0.13280717,0.1585002,0.14488531,0.15594889,0.15315139,0.14643294
0.01330914,0.00760522,0.00380261,0.00380261,0.00760522,0.00570392,0.00190131,0.00190131,0.0,0.00190131,0.00380261,0.00570392,0.00570392,0.00380261,0.00190131,0.00760522,0.09706538,0.16661744,0.17188001,0.17351844,0.16451566,0.15035086
0.0142759,0.00815766,0.00407883,0.00815766,0.01019707,0.00407883,0.00203941,0.00611824,0.0,0.00611824,0.0,0.0,0.01223649,0.00407883,0.0,0.00203941,0.1254117,0.16008495,0.17509111,0.13874437,0.15388754,0.16520374
