0.05562929,0.0370862,0.0370862,0.05562929,0.0370862,0.0370862,0.0,0.11125859,0.0185431,0.0185431,0.0,0.0370862,0.07417239,0.07417239,0.0370862,0.11125859,-0.00308401,-0.00925203,0.05434104,0.06043098,0.04870003,0.05756168,0.06070425,0.06148501,-0.06685275,-0.06784822,0.0620901
0.07306287,0.14612574,0.25572005,0.03653144,0.14612574,0.0,0.07306287,0.0,0.25572005,0.07306287,0.25572005,0.03653144,0.0,0.03653144,0.03653144,0.03653144,0.07290906,-0.08506056,-0.10017304,-0.08033071,-0.10198039,-0.07910017,-0.07956162,-0.07756201,0.07375505,0.17012113,-0.17427418
0.04183548,0.12550643,0.29284834,0.0,0.20917738,0.0,0.0,0.08367095,0.16734191,0.16734191,0.37651929,0.04183548,0.04183548,0.0,0.08367095,0.04183548,0.0208737,-0.0765369,-0.13968645,-0.12198344,-0.13277259,-0.11040162,-0.13545887,-0.13854148,0.11462921,0.20873701,-0.16227761
0.04850651,0.02425326,0.04850651,0.07275977,0.04850651,0.02425326,0.04850651,0.07275977,0.02425326,0.09701302,0.09701302,0.07275977,0.04850651,0.04850651,0.09701302,0.09701302,-0.03630329,-0.0242022,0.01332653,0.0054123,0.01736022,0.00656114,0.00140414,0.00160837,-0.0,0.0242022,0.02050038
0.17478229,0.05826076,0.14565191,0.02913038,0.05826076,0.0,0.0,0.02913038,0.14565191,0.05826076,0.26217343,0.05826076,0.0,0.0,0.11652153,0.02913038,0.07267264,-0.13081074,-0.03112351,-0.01367595,-0.03130749,-0.00932172,-0.02385625,-0.02302833,0.01680363,0.15019011,-0.14175764
0.1070109,0.06420654,0.1070109,0.06420654,0.12841308,0.02140218,0.0,0.02140218,0.02140218,0.06420654,0.02140218,0.04280436,0.1070109,0.02140218,0.02140218,0.04280436,0.08542849,-0.03203569,0.02849869,0.05116248,0.02059115,0.04940524,0.04663423,0.0502388,-0.05864198,-0.03559521,-0.06177345
0.09463094,0.0709732,0.09463094,0.09463094,0.0709732,0.0,0.0,0.04731547,0.11828867,0.02365773,0.0709732,0.04731547,0.0709732,0.02365773,0.0709732,0.04731547,0.08656241,-0.07082379,0.01907561,0.03077996,0.00946309,0.02345851,0.04158781,0.04298237,-0.05458711,0.00786931,-0.08267756
0.0,0.13377769,0.17837026,0.0,0.17837026,0.44592565,0.13377769,0.08918513,0.13377769,0.17837026,0.13377769,0.04459256,0.0,0.08918513,0.04459256,0.0,-0.08158092,0.22990988,-0.19686444,-0.21704844,-0.17090687,-0.19850732,-0.23037927,-0.24023658,0.23793654,0.04449869,0.03947615
0.04969399,0.07454098,0.04969399,0.0,0.07454098,0.12423497,0.0,0.17392896,0.04969399,0.04969399,0.02484699,0.02484699,0.0,0.14908197,0.04969399,0.09938798,-0.05372182,0.08264895,-0.00834336,-0.02008683,-0.00520479,-0.02000837,-0.01530052,-0.01948527,0.01074959,-0.07025161,0.12512424
0.07784758,0.02594919,0.10379678,0.02594919,0.02594919,0.05189839,0.0,0.07784758,0.10379678,0.05189839,0.18164436,0.05189839,0.05189839,0.02594919,0.07784758,0.10379678,-0.00863152,-0.06042065,-0.00655559,0.0031139,-0.00513521,0.00797596,-0.00803059,-0.00824911,-0.0,0.06042065,-0.01245561
