0.06988035,0.0465869,0.0465869,0.06988035,0.0465869,0.0465869,0.0,0.13976069,0.02329345,0.02329345,0.0,0.0465869,0.09317379,0.09317379,0.0465869,0.13976069,0.06826206
0.0536799,0.1073598,0.18787964,0.02683995,0.1073598,0.0,0.0536799,0.0,0.18787964,0.0536799,0.18787964,0.02683995,0.0,0.02683995,0.02683995,0.02683995,-0.07359797
0.0272769,0.08183071,0.19093833,0.0,0.13638452,0.0,0.0,0.05455381,0.10910761,0.10910761,0.24549213,0.0272769,0.0272769,0.0,0.05455381,0.0272769,-0.09107615
0.04932247,0.02466123,0.04932247,0.0739837,0.04932247,0.02466123,0.04932247,0.0739837,0.02466123,0.09864493,0.09864493,0.0739837,0.04932247,0.04932247,0.09864493,0.09864493,0.0135507
0.15411653,0.05137218,0.12843044,0.02568609,0.05137218,0.0,0.0,0.02568609,0.12843044,0.05137218,0.2311748,0.05137218,0.0,0.0,0.10274436,0.02568609,-0.02744356
0.12097288,0.07258373,0.12097288,0.07258373,0.14516745,0.02419458,0.0,0.02419458,0.02419458,0.07258373,0.02419458,0.04838915,0.12097288,0.02419458,0.02419458,0.04838915,0.03221699
0.09802404,0.07351803,0.09802404,0.09802404,0.07351803,0.0,0.0,0.04901202,0.12253005,0.02450601,0.07351803,0.04901202,0.07351803,0.02450601,0.07351803,0.04901202,0.01975958
0.0,0.08430456,0.11240608,0.0,0.11240608,0.2810152,0.08430456,0.05620304,0.08430456,0.11240608,0.08430456,0.02810152,0.0,0.05620304,0.02810152,0.0,-0.12406082
0.05042329,0.07563494,0.05042329,0.0,0.07563494,0.12605823,0.0,0.17648152,0.05042329,0.05042329,0.02521165,0.02521165,0.0,0.15126987,0.05042329,0.10084658,-0.00846581
0.07547669,0.0251589,0.10063559,0.0251589,0.0251589,0.0503178,0.0,0.07547669,0.10063559,0.0503178,0.17611229,0.0503178,0.0503178,0.0251589,0.07547669,0.10063559,-0.00635593
0.05132084,0.02566042,0.12830209,0.07698125,0.07698125,0.0,0.0,0.0,0.10264167,0.05132084,0.17962293,0.10264167,0.05132084,0.0,0.15396251,0.02566042,-0.02641673
0.12605488,0.05042195,0.12605488,0.02521098,0.12605488,0.02521098,0.02521098,0.07563293,0.05042195,0.02521098,0.1008439,0.07563293,0.02521098,0.12605488,0.0,0.02521098,-0.00843904
0.0247325,0.049465,0.0741975,0.049465,0.0,0.0741975,0.049465,0.09892999,0.14839499,0.0247325,0.0247325,0.049465,0.0247325,0.0741975,0.09892999,0.12366249,0.01070006
0.13947001,0.11622501,0.023245,0.13947001,0.11622501,0.06973501,0.023245,0.023245,0.023245,0.023245,0.0,0.0,0.13947001,0.023245,0.0,0.06973501,0.07019991
0.09710226,0.1456534,0.02427557,0.0728267,0.12137783,0.0728267,0.02427557,0.12137783,0.02427557,0.02427557,0.02427557,0.0,0.09710226,0.09710226,0.0,0.02427557,0.02897736
0.07237176,0.14474352,0.0,0.07237176,0.09649568,0.07237176,0.02412392,0.1206196,0.02412392,0.02412392,0.0,0.02412392,0.09649568,0.07237176,0.04824784,0.07237176,0.03504317
0.04940326,0.04940326,0.02470163,0.09880652,0.04940326,0.17291141,0.07410489,0.04940326,0.07410489,0.04940326,0.0,0.02470163,0.04940326,0.07410489,0.04940326,0.09880652,0.01193479
0.12254902,0.0245098,0.04901961,0.09803922,0.07352941,0.14705882,0.0,0.09803922,0.04901961,0.0245098,0.0,0.0245098,0.07352941,0.12254902,0.04901961,0.0245098,0.01960784
0.06898889,0.04599259,0.09198519,0.06898889,0.06898889,0.0,0.0,0.06898889,0.04599259,0.0,0.04599259,0.04599259,0.09198519,0.06898889,0.0229963,0.18397037,0.08014814
0.09675366,0.04837683,0.04837683,0.12094208,0.02418842,0.12094208,0.02418842,0.07256525,0.09675366,0.0,0.02418842,0.0,0.09675366,0.09675366,0.02418842,0.07256525,0.0324634
0.09543183,0.02385796,0.11928979,0.07157387,0.04771591,0.04771591,0.0,0.09543183,0.04771591,0.07157387,0.02385796,0.02385796,0.11928979,0.02385796,0.04771591,0.09543183,0.04568171
0.20845524,0.04632339,0.04632339,0.04632339,0.04632339,0.09264677,0.02316169,0.06948508,0.0,0.02316169,0.0,0.04632339,0.09264677,0.06948508,0.0,0.11580846,0.07353228
0.14467372,0.14467372,0.0,0.12056144,0.12056144,0.07233686,0.02411229,0.04822457,0.04822457,0.0,0.02411229,0.0,0.09644915,0.07233686,0.02411229,0.02411229,0.03550852
0.14328088,0.02388015,0.07164044,0.11940073,0.04776029,0.09552059,0.0,0.07164044,0.02388015,0.07164044,0.04776029,0.0,0.14328088,0.02388015,0.02388015,0.04776029,0.04479413
0.0263779,0.07913369,0.0263779,0.0263779,0.07913369,0.21102318,0.0263779,0.15826739,0.0263779,0.07913369,0.0527558,0.0,0.0263779,0.13188949,0.0527558,0.0527558,-0.05511592
0.11770245,0.11770245,0.02354049,0.07062147,0.07062147,0.09416196,0.02354049,0.07062147,0.0,0.0,0.0,0.04708098,0.14124294,0.04708098,0.0,0.11770245,0.05838041
0.08883071,0.08883071,0.0,0.15545374,0.04441535,0.04441535,0.0,0.08883071,0.0,0.0,0.0,0.0,0.17766141,0.04441535,0.0,0.15545374,0.11169293
0.04634598,0.11586496,0.0,0.11586496,0.02317299,0.06951898,0.02317299,0.13903795,0.0,0.02317299,0.0,0.0,0.23172992,0.04634598,0.0,0.09269197,0.0730803
0.14583227,0.14583227,0.02430538,0.07291613,0.12152689,0.12152689,0.0,0.07291613,0.04861076,0.02430538,0.0,0.0,0.07291613,0.04861076,0.02430538,0.04861076,0.02778488
