0.03007969,0.02005313,0.02005313,0.03007969,0.02005313,0.02005313,0.0,0.06015938,0.01002656,0.01002656,0.0,0.02005313,0.04010625,0.04010625,0.02005313,0.06015938,-0.00166758,-0.00500273,0.02938311,0.03267604,0.02633292,0.03112456,0.0328238,0.03324597,-0.0361484,-0.03668666,0.03357315,0.02605851,0.00793682,-0.03325652,-0.00410561,-0.00171265,-0.00856323,0.03180317,0.03462145,0.02861635,0.03277873,0.03501167,0.03568372,-0.0386104,-0.03596555,0.03347246,0.02558128,0.01079617,-0.03267033,-0.00303507,0.0,-0.01232153,0.034224,0.03764417,0.03073698,0.03573913,0.03776672,0.03860227,-0.04120917,-0.03520438,0.03128288,0.02315022,0.01226583,-0.03052531,-0.00562602,0.0,-0.01267358,0.03389551,0.03884577,0.03034324,0.03752799,0.03759674,0.03849054,-0.0408167,-0.0343997,0.03127142,0.02314704,0.01222668,-0.02982759,-0.0073108
-0.64638664,-1.29277328,-2.26235324,-0.32319332,-1.29277328,-0.0,-0.64638664,-0.0,-2.26235324,-0.64638664,-2.26235324,-0.32319332,-0.0,-0.32319332,-0.32319332,-0.32319332,-0.64502583,0.75253013,0.88623011,0.7106851,0.90221967,0.69979859,0.70388102,0.68619044,-0.6525103,-1.50506026,1.54180224,1.5190086,0.16908113,-1.86431514,-0.5361607,-0.66245895,0.77286878,0.87698944,0.70683253,0.89061597,0.69530239,0.69984456,0.68482044,-0.62227816,-1.49053265,1.55482191,1.54224358,0.18553043,-1.86683449,-0.4800731,-0.6808606,0.85107574,0.91032785,0.71892558,0.93259228,0.71174352,0.70527965,0.68840177,-0.59036647,-1.53193633,1.57826071,1.57610609,0.15297817,-1.91869101,-0.47868522,-0.64195428,0.8753922,0.86985173,0.70289931,0.88056329,0.68738603,0.69625075,0.69255712,-0.60723408,-1.57570594,1.56167012,1.55243602,0.11856578,-1.92290791,-0.44323655
-0.07684356,-0.23053067,-0.53790489,-0.0,-0.38421778,-0.0,-0.0,-0.15368711,-0.30737422,-0.30737422,-0.691592,-0.07684356,-0.07684356,-0.0,-0.15368711,-0.07684356,-0.03834089,0.14058326,0.25657659,0.22405963,0.24387718,0.2027861,0.24881134,0.2544735,-0.21055134,-0.3834089,0.29807211,0.2759897,-0.01625848,-0.36569444,-0.01852334,-0.03937713,0.15750852,0.24465327,0.21665729,0.23144448,0.19522417,0.24000112,0.24781008,-0.20486077,-0.3937713,0.30081137,0.28029206,-0.02542068,-0.37557807,-0.03763257,-0.05396125,0.16188376,0.22643235,0.19791485,0.21567425,0.177594,0.21806493,0.22813998,-0.18715675,-0.37772877,0.30020216,0.28261352,-0.01127039,-0.3743135,-0.03517727,-0.06937875,0.15263326,0.21393246,0.18372197,0.20637983,0.16615772,0.20075928,0.20919011,-0.16844107,-0.34689377,0.2940254,0.27997401,0.01598346,-0.36094516,-0.02248223
0.03944578,0.01972289,0.03944578,0.05916867,0.03944578,0.01972289,0.03944578,0.05916867,0.01972289,0.07889156,0.07889156,0.05916867,0.03944578,0.03944578,0.07889156,0.07889156,-0.02952205,-0.01968137,0.01083721,0.00440132,0.01411744,0.00533556,0.00114185,0.00130794,-0.0,0.01968137,0.01667103,0.01621429,0.0358749,-0.00853275,-0.02698922,-0.02695106,-0.01684441,0.01573567,0.00933906,0.01825167,0.00948831,0.00688702,0.00752668,-0.00584224,0.01010665,0.0207037,0.01925381,0.03014937,-0.0146056,-0.0310449,-0.0276997,-0.01384985,0.0169836,0.01178991,0.01889015,0.01148311,0.00940124,0.01075993,-0.00900679,0.00346246,0.02546444,0.02373321,0.03021985,-0.02101584,-0.03482186,-0.03205251,-0.01424556,0.01681517,0.01149563,0.01886635,0.01104482,0.00872315,0.01084195,-0.00926412,0.00356139,0.02957307,0.02788253,0.03658315,-0.02470433,-0.03284143
0.22362434,0.07454145,0.18635362,0.03727072,0.07454145,0.0,0.0,0.03727072,0.18635362,0.07454145,0.33543651,0.07454145,0.0,0.0,0.1490829,0.03727072,0.09298065,-0.16736517,-0.03982083,-0.01749762,-0.04005622,-0.01192663,-0.03052276,-0.02946349,0.02149932,0.19216001,-0.18137111,-0.18525511,0.02436328,0.24724221,0.00451172,0.10185988,-0.16552231,-0.04254906,-0.01748702,-0.04319375,-0.01176546,-0.03142829,-0.02981658,0.02208039,0.19098728,-0.18744152,-0.19231694,0.01801083,0.25392443,0.01273249,0.1112324,-0.16357707,-0.04542887,-0.01747583,-0.04650558,-0.01159534,-0.03238412,-0.03018929,0.02269373,0.1897494,-0.19384918,-0.19977108,0.01130545,0.26097789,0.02140996,0.1211405,-0.16152067,-0.04847324,-0.017464,-0.05000666,-0.01141549,-0.03339457,-0.03058329,0.02334212,0.18844078,-0.20062298,-0.20765118,0.00421692,0.2684344,0.03058329
0.12303461,0.07382077,0.12303461,0.07382077,0.14764154,0.02460692,0.0,0.02460692,0.02460692,0.07382077,0.02460692,0.04921385,0.12303461,0.02460692,0.02460692,0.04921385,0.09822048,-0.03683268,0.03276606,0.0588235,0.02367445,0.05680314,0.05361719,0.05776151,-0.06742297,-0.0409252,-0.07102335,-0.07975233,-0.06348586,0.04968008,-0.05690675,0.09667195,-0.03782816,0.03309299,0.0575669,0.02442071,0.05533232,0.05288493,0.05692845,-0.06560073,-0.03782816,-0.06980385,-0.07884856,-0.06240848,0.05102279,-0.05831176,0.0950374,-0.03455906,0.02868074,0.05383448,0.02047843,0.05230338,0.04771009,0.05200263,-0.05993153,-0.03455906,-0.06865331,-0.07789458,-0.06507164,0.05244009,-0.05979482,0.08886614,-0.03110315,0.02235715,0.04882013,0.01439856,0.04828581,0.04148024,0.04533298,-0.05393837,-0.03110315,-0.0654966,-0.07382077,-0.063978,0.05008563,-0.05877539
0.10382482,0.07786861,0.10382482,0.10382482,0.07786861,0.0,0.0,0.05191241,0.12978102,0.0259562,0.07786861,0.05191241,0.07786861,0.0259562,0.07786861,0.05191241,0.09497238,-0.07770468,0.0209289,0.03377039,0.01038248,0.02573763,0.04562827,0.04715832,-0.05989053,0.00863385,-0.0907101,-0.09907073,-0.03278678,0.08983579,-0.01163931,0.09753921,-0.0753712,0.02034405,0.03507595,0.00923199,0.02688221,0.04680535,0.0486293,-0.06150919,0.0044336,-0.08987862,-0.09849327,-0.03465504,0.08841946,-0.01310438,0.09113512,-0.07290809,0.01568908,0.03071484,0.00438371,0.02220697,0.04340454,0.04527916,-0.05926667,0.00455676,-0.08591504,-0.09364422,-0.02858066,0.08297333,-0.01266086,0.08436508,-0.07030423,0.0113614,0.02251515,0.00088993,0.0134379,0.03743626,0.03886014,-0.052832,0.0093739,-0.08347515,-0.09100987,-0.02628251,0.08128,-0.01082744
-0.0,-0.11071323,-0.14761764,-0.0,-0.14761764,-0.36904411,-0.11071323,-0.07380882,-0.11071323,-0.14761764,-0.11071323,-0.03690441,-0.0,-0.07380882,-0.03690441,-0.0,0.06751565,-0.19027137,0.16292326,0.17962737,0.14144101,0.1642829,0.19065984,0.19881766,-0.19691417,-0.03682672,-0.03267012,-0.05380275,0.11149017,0.02661002,-0.08402552,0.06303672,-0.17650283,0.15870892,0.17546551,0.13824193,0.1612224,0.1851205,0.19262108,-0.19130449,-0.04412571,-0.0227012,-0.04376664,0.10476863,0.01639753,-0.0800726,0.05830897,-0.16844813,0.15110306,0.16844813,0.13142071,0.15462948,0.1765261,0.18521914,-0.18538316,-0.04535142,-0.01861622,-0.03920069,0.10337336,0.01123534,-0.08061564,0.05997494,-0.17326094,0.15061217,0.166344,0.1313797,0.15225706,0.17427317,0.18380506,-0.18490164,-0.03998329,-0.0245467,-0.04546623,0.10189835,0.01733453,-0.08215976
0.0439656,0.0659484,0.0439656,0.0,0.0659484,0.109914,0.0,0.1538796,0.0439656,0.0439656,0.0219828,0.0219828,0.0,0.1318968,0.0439656,0.0879312,-0.04752913,0.07312173,-0.00738159,-0.01777136,-0.00460482,-0.01770194,-0.01353678,-0.01723914,0.00951045,-0.06215347,0.11070075,0.10144484,-0.01807218,-0.09510453,0.03248826,-0.0488137,0.0713431,-0.00587,-0.01689705,-0.00263794,-0.01649304,-0.01361745,-0.01711094,0.00976749,-0.0600784,0.11129238,0.10173877,-0.01606527,-0.0944191,0.03431693,-0.04631043,0.06946565,-0.0070345,-0.01592532,-0.0039569,-0.01511928,-0.01404457,-0.01707331,0.01003881,-0.05788804,0.10698296,0.0971884,-0.01734199,-0.09034931,0.03033626,-0.04366412,0.06351145,-0.00630592,-0.01386801,-0.00391922,-0.01356653,-0.01178278,-0.01409411,0.00688376,-0.05557252,0.10262827,0.09222727,-0.01519954,-0.08604696,0.02786163
0.06619997,0.02206666,0.08826662,0.02206666,0.02206666,0.04413331,0.0,0.06619997,0.08826662,0.04413331,0.15446659,0.04413331,0.04413331,0.02206666,0.06619997,0.08826662,-0.00734007,-0.05138047,-0.00557473,0.002648,-0.00436687,0.00678259,-0.00682905,-0.00701487,-0.0,0.05138047,-0.01059199,-0.01612027,0.03702553,0.03818693,0.00724715,-0.00753845,-0.04899991,-0.00484274,0.00510515,-0.00434176,0.00885052,-0.0044849,-0.00391236,-0.00326825,0.04523068,-0.0063218,-0.0122619,0.03719126,0.03268251,0.0042702,-0.0154957,-0.04648709,-0.00941511,0.00071104,-0.00880214,0.00448689,-0.008606,-0.00801755,-0.0,0.04648709,-0.00100526,-0.00615415,0.04420687,0.02687228,0.00507533,-0.02390765,-0.04781529,-0.011399,-0.00398461,-0.01001196,-0.00022697,-0.01260952,-0.01225645,0.00345501,0.0517999,0.00300107,-0.00181577,0.05162337,0.02418506,0.01202948
