0.01848045,0.0123203,0.0123203,0.01848045,0.0123203,0.0123203,0.0,0.03696091,0.00616015,0.00616015,0.0,0.0123203,0.0246406,0.0246406,0.0123203,0.03696091,-0.00922077,-0.02766232,0.16247236,0.18068047,0.14560652,0.17210165,0.1814975,0.18383187,-0.19988069,-0.20285701,0.18564101,0.14408917,0.04388621,-0.18389023,-0.02270178
-0.03717545,-0.0743509,-0.13011407,-0.01858772,-0.0743509,-0.0,-0.03717545,-0.0,-0.13011407,-0.03717545,-0.13011407,-0.01858772,-0.0,-0.01858772,-0.01858772,-0.01858772,-0.33387466,0.38952044,0.45872547,0.36786085,0.4670019,0.36222583,0.36433896,0.35518206,-0.33774873,-0.77904088,0.79805905,0.78626074,0.08751883,-0.96499638,-0.27752451
-0.01107523,-0.03322569,-0.07752661,-0.0,-0.05537615,-0.0,-0.0,-0.02215046,-0.04430092,-0.04430092,-0.09967707,-0.01107523,-0.01107523,-0.0,-0.02215046,-0.01107523,-0.04973361,0.18235658,0.33281649,0.29063735,0.31634354,0.26304254,0.32274386,0.33008849,-0.27311517,-0.49733612,0.38664211,0.35799807,-0.02108957,-0.47435793,-0.02402742
0.03410396,0.01705198,0.03410396,0.05115594,0.03410396,0.01705198,0.03410396,0.05115594,0.01705198,0.06820793,0.06820793,0.05115594,0.03410396,0.03410396,0.06820793,0.06820793,-0.22971712,-0.15314474,0.08432654,0.03424756,0.10985066,0.04151709,0.00888498,0.01017734,-0.0,0.15314474,0.12972071,0.12616672,0.27914991,-0.06639503,-0.21000861
0.55061823,0.18353941,0.45884853,0.09176971,0.18353941,0.0,0.0,0.09176971,0.45884853,0.18353941,0.82592735,0.18353941,0.0,0.0,0.36707882,0.09176971,2.06047139,-3.7088485,-0.88243816,-0.38775115,-0.88765455,-0.26429675,-0.67639102,-0.65291731,0.47642968,4.25830754,-4.01922331,-4.10529363,0.53989566,5.47894121,0.09998069
0.10992571,0.06595543,0.10992571,0.06595543,0.13191086,0.02198514,0.0,0.02198514,0.02198514,0.06595543,0.02198514,0.04397029,0.10992571,0.02198514,0.02198514,0.04397029,0.78979889,-0.29617459,0.26347458,0.47300456,0.1903682,0.45675869,0.43114021,0.46446507,-0.54215361,-0.32908287,-0.57110458,-0.64129504,-0.51049501,0.39948161,-0.45759181
0.09565042,0.07173782,0.09565042,0.09565042,0.07173782,0.0,0.0,0.04782521,0.11956303,0.02391261,0.07173782,0.04782521,0.07173782,0.02391261,0.07173782,0.04782521,0.78745469,-0.64428111,0.17353001,0.28000403,0.08608538,0.21340113,0.37832259,0.39100886,-0.49657672,0.07158679,-0.75211437,-0.82143576,-0.27184857,0.74486508,-0.09650624
-0.0,-0.02537235,-0.0338298,-0.0,-0.0338298,-0.0845745,-0.02537235,-0.0169149,-0.02537235,-0.0338298,-0.02537235,-0.00845745,-0.0,-0.0169149,-0.00845745,-0.0,0.13925414,-0.39244349,0.33603675,0.37048973,0.29172861,0.33884106,0.39324472,0.4100706,-0.40614456,-0.0759568,-0.06738362,-0.11097065,0.22995362,0.0548844,-0.17330651
0.03943627,0.0591544,0.03943627,0.0,0.0591544,0.09859067,0.0,0.13802694,0.03943627,0.03943627,0.01971813,0.01971813,0.0,0.11830881,0.03943627,0.07887254,-0.38369415,0.59029869,-0.05959028,-0.14346499,-0.03717387,-0.14290459,-0.10927998,-0.13916852,0.07677619,-0.50175389,0.89366738,0.81894602,-0.14589344,-0.7677619,0.26227194
0.05567059,0.01855686,0.07422745,0.01855686,0.01855686,0.03711372,0.0,0.05567059,0.07422745,0.03711372,0.12989803,0.03711372,0.03711372,0.01855686,0.05567059,0.07422745,-0.05555338,-0.38887369,-0.04219244,0.02004141,-0.03305074,0.05133414,-0.05168574,-0.05309216,-0.0,0.38887369,-0.08016564,-0.12200648,0.28022815,0.28901824,0.05485018
