class,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
1.0,0.0,0.0,0.0,0.0,0.0,0.166666666667,0.14285714285700002,0.125,0.222222222222,0.20000000000000001,0.181818181818,0.25,0.30769230769200001,0.28571428571400004,0.26666666666700001,0.25,0.23529411764700001,0.222222222222,0.210526315789,0.20000000000000001,0.19047619047600001,0.22727272727299999,0.217391304348,0.25,0.23999999999999999,0.23076923076900002,0.25925925925900001,0.25,0.24137931034499999,0.26666666666700001,0.29032258064499999,0.28125,0.30303030303,0.29411764705900001,0.28571428571400004,0.305555555556,0.32432432432399999,0.31578947368400001,0.30769230769200001,0.32500000000000001,0.31707317073199998,0.33333333333299997,0.34883720930200002,0.36363636363599999,0.37777777777800003,0.36956521739100001,0.36170212766000004,0.35416666666699997,0.34693877550999996,0.35999999999999999,0.37254901960800002,0.36538461538500006,0.358490566038,0.35185185185199996,0.34545454545500004,0.35714285714299998,0.35087719298199999,0.34482758620699999,0.33898305084700003,0.33333333333299997,0.32786885245899999,0.32258064516099999,0.33333333333299997,0.328125,0.33846153846199994,0.33333333333299997,0.34328358208999998,0.33823529411799996,0.34782608695699996,0.34285714285700003,0.33802816901400001,0.33333333333299997,0.34246575342500002,0.33783783783799998,0.34666666666699997,0.34210526315800005,0.33766233766199999,0.34615384615400002,0.35443037974699998,0.36249999999999999,0.35802469135799997,0.35365853658500002,0.34939759036099999,0.35714285714299998,0.35294117647100004,0.34883720930200002,0.34482758620699999,0.34090909090899996,0.34831460674199999,0.34444444444399996,0.35164835164800001,0.35869565217400001,0.35483870967699999,0.35106382978699996,0.34736842105300003,0.34375,0.340206185567,0.34693877550999996,0.34343434343400003,0.34999999999999998
1.0,0.0,0.5,0.66666666666700003,0.75,0.59999999999999998,0.66666666666700003,0.71428571428599996,0.625,0.555555555556,0.5,0.54545454545500005,0.58333333333299997,0.615384615385,0.64285714285700002,0.59999999999999998,0.625,0.58823529411800002,0.555555555556,0.52631578947400004,0.5,0.47619047618999993,0.5,0.47826086956500002,0.45833333333300003,0.47999999999999998,0.46153846153800004,0.444444444444,0.46428571428599996,0.48275862068999997,0.5,0.483870967742,0.46875,0.45454545454499995,0.44117647058799997,0.45714285714300001,0.444444444444,0.43243243243199997,0.44736842105300001,0.43589743589699997,0.45000000000000001,0.46341463414599998,0.45238095238100001,0.46511627906999997,0.47727272727300002,0.48888888888899995,0.47826086956500002,0.46808510638299999,0.45833333333300003,0.46938775510200004,0.46000000000000002,0.45098039215700003,0.46153846153800004,0.45283018867899999,0.46296296296299999,0.45454545454499995,0.446428571429,0.456140350877,0.46551724137900002,0.47457627118600004,0.48333333333299999,0.49180327868900003,0.5,0.50793650793700007,0.515625,0.50769230769200002,0.51515151515199997,0.507462686567,0.5,0.50724637681200002,0.51428571428600001,0.521126760563,0.52777777777800006,0.53424657534199993,0.54054054054099998,0.54666666666700003,0.55263157894699999,0.55844155844200005,0.55128205128200003,0.54430379746799995,0.55000000000000004,0.555555555556,0.56097560975599992,0.55421686746999999,0.54761904761900004,0.541176470588,0.53488372093000003,0.52873563218399999,0.52272727272699993,0.51685393258400003,0.51111111111100005,0.50549450549500008,0.510869565217,0.516129032258,0.51063829787199999,0.50526315789499998,0.51041666666700003,0.50515463917499992,0.51020408163300002,0.50505050505100002,0.5
1.0,0.0,0.5,0.33333333333299997,0.5,0.59999999999999998,0.5,0.428571428571,0.375,0.444444444444,0.40000000000000002,0.45454545454499995,0.5,0.53846153846199996,0.5,0.46666666666699996,0.4375,0.41176470588200004,0.444444444444,0.47368421052599996,0.45000000000000001,0.428571428571,0.40909090909100004,0.39130434782599999,0.375,0.35999999999999999,0.38461538461499994,0.37037037036999998,0.39285714285700002,0.37931034482799997,0.40000000000000002,0.41935483871000001,0.4375,0.45454545454499995,0.44117647058799997,0.428571428571,0.444444444444,0.43243243243199997,0.44736842105300001,0.43589743589699997,0.42499999999999999,0.41463414634099999,0.428571428571,0.418604651163,0.43181818181800002,0.444444444444,0.43478260869599999,0.44680851063799998,0.4375,0.428571428571,0.41999999999999998,0.41176470588200004,0.40384615384599998,0.39622641509400003,0.38888888888899997,0.40000000000000002,0.39285714285700002,0.38596491228099999,0.37931034482799997,0.372881355932,0.36666666666699999,0.37704918032799994,0.38709677419400002,0.38095238095200001,0.375,0.36923076923100001,0.37878787878799997,0.37313432835799998,0.38235294117599999,0.39130434782599999,0.40000000000000002,0.39436619718299998,0.38888888888899997,0.39726027397299996,0.39189189189199997,0.40000000000000002,0.40789473684199995,0.415584415584,0.41025641025600001,0.417721518987,0.41249999999999998,0.40740740740699999,0.40243902439000001,0.39759036144599996,0.39285714285700002,0.38823529411799995,0.38372093023299997,0.37931034482799997,0.375,0.38202247190999999,0.37777777777800003,0.38461538461499994,0.39130434782599999,0.38709677419400002,0.38297872340400002,0.38947368421099998,0.39583333333300003,0.40206185567000002,0.39795918367299998,0.40404040403999997,0.40000000000000002
1.0,0.0,0.0,0.0,0.0,0.20000000000000001,0.33333333333299997,0.428571428571,0.375,0.33333333333299997,0.29999999999999999,0.27272727272699998,0.33333333333299997,0.30769230769200001,0.28571428571400004,0.33333333333299997,0.3125,0.35294117647100004,0.38888888888899997,0.36842105263199998,0.40000000000000002,0.428571428571,0.45454545454499995,0.47826086956500002,0.45833333333300003,0.44,0.46153846153800004,0.444444444444,0.46428571428599996,0.448275862069,0.433333333333,0.41935483871000001,0.4375,0.45454545454499995,0.47058823529400001,0.45714285714300001,0.444444444444,0.45945945945900002,0.44736842105300001,0.43589743589699997,0.42499999999999999,0.41463414634099999,0.40476190476199997,0.39534883720899999,0.38636363636400001,0.37777777777800003,0.39130434782599999,0.38297872340400002,0.375,0.367346938776,0.35999999999999999,0.35294117647100004,0.34615384615400002,0.33962264150900001,0.35185185185199996,0.36363636363599999,0.375,0.36842105263199998,0.36206896551700002,0.372881355932,0.36666666666699999,0.36065573770499998,0.35483870967699999,0.36507936507900002,0.375,0.38461538461499994,0.39393939393900002,0.38805970149300001,0.39705882352899996,0.39130434782599999,0.40000000000000002,0.40845070422500002,0.41666666666699997,0.42465753424699998,0.41891891891900002,0.41333333333300004,0.42105263157899997,0.415584415584,0.41025641025600001,0.417721518987,0.42499999999999999,0.41975308641999998,0.41463414634099999,0.40963855421700002,0.41666666666699997,0.41176470588200004,0.418604651163,0.41379310344800002,0.40909090909100004,0.40449438202200005,0.41111111111100002,0.40659340659299997,0.40217391304300004,0.39784946236599994,0.39361702127699999,0.40000000000000002,0.39583333333300003,0.39175257732000002,0.387755102041,0.38383838383800001,0.38
1.0,1.0,0.5,0.33333333333299997,0.25,0.20000000000000001,0.33333333333299997,0.28571428571400004,0.375,0.444444444444,0.5,0.45454545454499995,0.5,0.53846153846199996,0.57142857142899994,0.53333333333300004,0.5625,0.52941176470600004,0.5,0.52631578947400004,0.5,0.52380952381000001,0.5,0.47826086956500002,0.45833333333300003,0.47999999999999998,0.5,0.51851851851899999,0.5,0.51724137931000003,0.5,0.516129032258,0.5,0.51515151515199997,0.52941176470600004,0.54285714285700004,0.52777777777800006,0.54054054054099998,0.55263157894699999,0.56410256410299997,0.57499999999999996,0.58536585365900007,0.57142857142899994,0.58139534883699995,0.59090909090900001,0.59999999999999998,0.58695652173900004,0.59574468085100007,0.60416666666700003,0.61224489795900006,0.59999999999999998,0.58823529411800002,0.59615384615400002,0.58490566037699998,0.59259259259300001,0.59999999999999998,0.60714285714299998,0.59649122806999999,0.58620689655199998,0.59322033898299997,0.59999999999999998,0.59016393442600001,0.58064516128999988,0.57142857142899994,0.5625,0.553846153846,0.54545454545500005,0.53731343283599997,0.54411764705900001,0.53623188405800004,0.54285714285700004,0.53521126760600002,0.54166666666700003,0.53424657534199993,0.54054054054099998,0.54666666666700003,0.55263157894699999,0.54545454545500005,0.53846153846199996,0.53164556961999998,0.53749999999999998,0.530864197531,0.53658536585399996,0.54216867469899999,0.54761904761900004,0.541176470588,0.54651162790700003,0.55172413793099995,0.55681818181800002,0.56179775280900002,0.555555555556,0.54945054945100003,0.54347826086999995,0.53763440860200007,0.53191489361699995,0.52631578947400004,0.52083333333299997,0.52577319587600002,0.53061224489799996,0.53535353535399999,0.54000000000000004
1.0,1.0,0.5,0.33333333333299997,0.25,0.20000000000000001,0.166666666667,0.14285714285700002,0.125,0.222222222222,0.20000000000000001,0.27272727272699998,0.25,0.23076923076900002,0.21428571428599999,0.20000000000000001,0.1875,0.176470588235,0.166666666667,0.15789473684200001,0.14999999999999999,0.19047619047600001,0.181818181818,0.17391304347800002,0.166666666667,0.16,0.15384615384600001,0.18518518518499999,0.17857142857099997,0.17241379310300001,0.166666666667,0.19354838709700001,0.1875,0.181818181818,0.20588235294100002,0.22857142857099999,0.222222222222,0.24324324324299998,0.26315789473700002,0.25641025640999998,0.25,0.26829268292699998,0.26190476190500001,0.25581395348800001,0.25,0.24444444444400001,0.239130434783,0.23404255319100001,0.22916666666700003,0.224489795918,0.22,0.23529411764700001,0.23076923076900002,0.22641509434000001,0.222222222222,0.218181818182,0.23214285714299998,0.22807017543900002,0.22413793103399998,0.22033898305100003,0.21666666666700002,0.22950819672100001,0.241935483871,0.23809523809500002,0.25,0.24615384615400002,0.25757575757599999,0.25373134328399999,0.25,0.24637681159400002,0.242857142857,0.23943661971799998,0.236111111111,0.23287671232900001,0.22972972973,0.23999999999999999,0.23684210526299998,0.233766233766,0.23076923076900002,0.24050632911400002,0.23749999999999999,0.23456790123500001,0.23170731707299999,0.228915662651,0.22619047619000002,0.22352941176499999,0.23255813953499999,0.22988505747099999,0.22727272727299999,0.22471910112399998,0.23333333333299999,0.24175824175799998,0.239130434783,0.23655913978500001,0.23404255319100001,0.231578947368,0.23958333333299997,0.247422680412,0.24489795918400001,0.25252525252500002,0.26000000000000001
1.0,0.0,0.0,0.0,0.0,0.0,0.166666666667,0.14285714285700002,0.125,0.111111111111,0.10000000000000001,0.090909090909100002,0.083333333333300008,0.076923076923100006,0.071428571428600013,0.066666666666699986,0.0625,0.058823529411800003,0.055555555555600003,0.052631578947400004,0.050000000000000003,0.047619047619000002,0.045454545454499999,0.086956521739100012,0.083333333333300008,0.12,0.115384615385,0.111111111111,0.14285714285700002,0.13793103448300001,0.13333333333299999,0.12903225806500002,0.125,0.12121212121200001,0.14705882352900002,0.171428571429,0.166666666667,0.162162162162,0.18421052631599999,0.20512820512800001,0.20000000000000001,0.19512195122000001,0.19047619047600001,0.20930232558100001,0.22727272727299999,0.222222222222,0.239130434783,0.255319148936,0.25,0.26530612244899998,0.26000000000000001,0.27450980392200003,0.28846153846200001,0.28301886792500003,0.277777777778,0.29090909090900002,0.303571428571,0.298245614035,0.29310344827599999,0.30508474576299999,0.29999999999999999,0.29508196721300001,0.29032258064499999,0.28571428571400004,0.28125,0.276923076923,0.27272727272699998,0.26865671641799999,0.26470588235300002,0.260869565217,0.257142857143,0.26760563380300001,0.26388888888900003,0.260273972603,0.25675675675699999,0.25333333333299995,0.25,0.25974025973999998,0.25641025640999998,0.25316455696199996,0.25,0.25925925925900001,0.256097560976,0.25301204819299999,0.25,0.24705882352899999,0.24418604651200002,0.25287356321800003,0.25,0.25842696629200002,0.26666666666700001,0.27472527472500002,0.27173913043499998,0.27956989247300001,0.27659574468100001,0.273684210526,0.27083333333299997,0.26804123711299999,0.275510204082,0.28282828282799999,0.28000000000000003
1.0,1.0,1.0,0.66666666666700003,0.75,0.59999999999999998,0.66666666666700003,0.71428571428599996,0.75,0.77777777777799995,0.69999999999999996,0.72727272727300007,0.66666666666700003,0.69230769230800004,0.71428571428599996,0.66666666666700003,0.6875,0.70588235294099999,0.66666666666700003,0.63157894736800002,0.59999999999999998,0.57142857142899994,0.54545454545500005,0.56521739130400006,0.58333333333299997,0.59999999999999998,0.615384615385,0.62962962963000002,0.60714285714299998,0.62068965517200003,0.63333333333300001,0.64516129032300007,0.65625,0.63636363636399995,0.64705882352900002,0.65714285714300003,0.66666666666700003,0.67567567567599995,0.65789473684199995,0.66666666666700003,0.67500000000000004,0.65853658536600002,0.66666666666700003,0.67441860465100001,0.68181818181799991,0.68888888888900002,0.69565217391299994,0.68085106383000005,0.6875,0.67346938775499998,0.68000000000000005,0.66666666666700003,0.67307692307699996,0.679245283019,0.66666666666700003,0.65454545454500002,0.64285714285700002,0.63157894736800002,0.63793103448299993,0.64406779661000002,0.65000000000000002,0.63934426229500008,0.64516129032300007,0.63492063492100004,0.625,0.63076923076899993,0.63636363636399995,0.64179104477600002,0.63235294117600005,0.62318840579699997,0.61428571428599998,0.619718309859,0.625,0.63013698630100001,0.63513513513499997,0.62666666666699999,0.61842105263199998,0.61038961038999995,0.615384615385,0.62025316455700008,0.61250000000000004,0.61728395061700003,0.60975609756100002,0.60240963855399998,0.59523809523799998,0.58823529411800002,0.59302325581399995,0.59770114942500008,0.60227272727300007,0.606741573034,0.61111111111100003,0.615384615385,0.61956521739100001,0.61290322580599998,0.60638297872299995,0.61052631578900007,0.61458333333299997,0.61855670103100002,0.62244897959200007,0.626262626263,0.63
1.0,1.0,0.5,0.33333333333299997,0.25,0.20000000000000001,0.33333333333299997,0.28571428571400004,0.375,0.444444444444,0.40000000000000002,0.36363636363599999,0.33333333333299997,0.30769230769200001,0.28571428571400004,0.26666666666700001,0.3125,0.35294117647100004,0.33333333333299997,0.31578947368400001,0.34999999999999998,0.33333333333299997,0.36363636363599999,0.34782608695699996,0.33333333333299997,0.32000000000000001,0.34615384615400002,0.33333333333299997,0.321428571429,0.34482758620699999,0.33333333333299997,0.35483870967699999,0.34375,0.36363636363599999,0.38235294117599999,0.37142857142899999,0.38888888888899997,0.37837837837800004,0.36842105263199998,0.35897435897399999,0.34999999999999998,0.34146341463399998,0.35714285714299998,0.37209302325599997,0.38636363636400001,0.37777777777800003,0.39130434782599999,0.40425531914899998,0.39583333333300003,0.40816326530599994,0.41999999999999998,0.43137254901999994,0.44230769230800004,0.43396226415100003,0.42592592592600004,0.41818181818200001,0.41071428571400004,0.42105263157899997,0.43103448275899997,0.44067796610200005,0.433333333333,0.42622950819700001,0.43548387096800001,0.444444444444,0.453125,0.446153846154,0.43939393939400001,0.43283582089599998,0.426470588235,0.43478260869599999,0.428571428571,0.42253521126800003,0.41666666666699997,0.42465753424699998,0.43243243243199997,0.44,0.44736842105300001,0.441558441558,0.44871794871799997,0.45569620253199999,0.45000000000000001,0.444444444444,0.43902439024400003,0.43373493975900002,0.428571428571,0.43529411764700005,0.43023255813999994,0.42528735632200004,0.42045454545500005,0.41573033707900003,0.41111111111100002,0.40659340659299997,0.41304347826100002,0.41935483871000001,0.425531914894,0.43157894736800001,0.42708333333300003,0.432989690722,0.428571428571,0.43434343434299999,0.42999999999999999
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083333333333300008,0.076923076923100006,0.14285714285700002,0.20000000000000001,0.1875,0.176470588235,0.166666666667,0.15789473684200001,0.14999999999999999,0.19047619047600001,0.22727272727299999,0.217391304348,0.20833333333299997,0.23999999999999999,0.23076923076900002,0.222222222222,0.21428571428599999,0.20689655172400001,0.20000000000000001,0.19354838709700001,0.1875,0.181818181818,0.176470588235,0.171428571429,0.19444444444400003,0.21621621621599998,0.23684210526299998,0.25641025640999998,0.25,0.243902439024,0.23809523809500002,0.25581395348800001,0.25,0.26666666666700001,0.260869565217,0.27659574468100001,0.29166666666700003,0.28571428571400004,0.29999999999999999,0.31372549019599999,0.30769230769200001,0.30188679245299999,0.31481481481500001,0.30909090909100001,0.303571428571,0.298245614035,0.31034482758600002,0.32203389830500001,0.316666666667,0.32786885245899999,0.33870967741899999,0.34920634920599997,0.34375,0.35384615384599999,0.348484848485,0.34328358208999998,0.33823529411799996,0.33333333333299997,0.32857142857099997,0.32394366197200003,0.319444444444,0.32876712328800001,0.33783783783799998,0.33333333333299997,0.34210526315800005,0.33766233766199999,0.33333333333299997,0.34177215189900001,0.34999999999999998,0.34567901234600001,0.35365853658500002,0.34939759036099999,0.35714285714299998,0.35294117647100004,0.34883720930200002,0.35632183907999998,0.35227272727300002,0.34831460674199999,0.34444444444399996,0.35164835164800001,0.34782608695699996,0.35483870967699999,0.35106382978699996,0.34736842105300003,0.34375,0.340206185567,0.34693877550999996,0.35353535353499999,0.35999999999999999
