0.0,0.00215346,0.00215346,0.00430693,0.00430693,0.00646039,0.00430693,0.00646039,0.0,0.00430693,0.00430693,0.01292079,0.00430693,0.00861386,0.00861386,0.01292079,-0.02350223,0.02509353,0.01434208,0.01925877,0.05508336,0.03133631,-0.04188376,-0.0360286,0.01693303,-0.0180755,-0.02980622,-0.01042504,0.07077192,0.05967364,0.0377219,-0.02187455,0.02912416,0.01646877,0.02338313,0.05925404,0.03649948,-0.04773009,-0.03658329,0.01604971,-0.02179073,-0.03574519,-0.01537923,0.0749266,0.0613493,0.03708615,-0.02280519,0.03141905,0.0158495,0.02556163,0.06240741,0.03951608,-0.05002499,-0.04011905,0.01481584,-0.02248217,-0.03938687,-0.01793836,0.07857993,0.06238587,0.03581212,-0.02651346,0.02571606,0.01224891,0.02133038,0.06204193,0.03594933,-0.04733439,-0.04565099,0.01694469,-0.02000138,-0.03916106,-0.01470755,0.07770193,0.06146604,0.03506333,-0.02763529,0.01757987,0.00540393,0.01438768,0.05657025,0.03023464,-0.0426842,-0.04503275,0.02001962,-0.01653101,-0.04170374,-0.00923456,0.07524459,0.0589416,0.03313042,-0.02304599,0.01543447,0.00439307,0.01515256,0.0518476,0.03133878,-0.04160494,-0.04437703,0.01524653,-0.01764275,-0.04440053,-0.01097092,0.07106434,0.05626416,0.03225499
-0.04597625,-0.04597625,-0.01313607,-0.00656804,-0.04597625,-0.01313607,-0.02627214,-0.00656804,-0.01313607,-0.02627214,-0.0,-0.0,-0.00656804,-0.0,-0.00656804,-0.00656804,-0.0278139,0.11144228,0.03901413,0.06645469,0.10385102,0.06054346,-0.06782361,-0.01599144,0.00920908,-0.02582275,-0.00466676,-0.05444556,0.08997518,0.0291206,-0.02563608,-0.02760705,0.11004478,0.03476444,0.06294664,0.10410159,0.05700345,-0.06192415,-0.00377041,0.01488991,-0.01520944,-0.00869111,-0.0575786,0.08301287,0.01303666,-0.0453088,-0.01931003,0.10856963,0.03027865,0.06666556,0.10075367,0.06003185,-0.05727327,0.00144497,0.00591123,-0.01412128,-0.01694553,-0.06797917,0.073562,-0.00538579,-0.06679692,-0.00222938,0.11315787,0.0345216,0.07525843,0.10032205,0.070597,-0.06607069,0.01722702,0.0039183,-0.02236135,-0.02979261,-0.07775804,0.07674468,-0.00648547,-0.07079967,-0.00125179,0.11168752,0.02976479,0.07169977,0.10049095,0.06704033,-0.05959913,0.03150339,0.00994478,-0.01070976,-0.03491104,-0.08185318,0.06877892,-0.02503581,-0.09353656,0.00859816,0.11012805,0.0247197,0.07602203,0.09672925,0.07064818,-0.05445499,0.03826179,-0.0,-0.00938632,-0.04471041,-0.09393485,0.05803755,-0.04628674,-0.1184396
-0.01904184,-0.00846304,-0.00846304,-0.00211576,-0.01481032,-0.00211576,-0.00634728,-0.0,-0.0,-0.0105788,-0.0,-0.00423152,-0.00423152,-0.00211576,-0.0,-0.00211576,0.00829823,0.05977134,0.03389448,0.04598104,0.05860878,0.04465813,-0.03437554,0.02537576,0.00517136,-0.00765683,-0.01501299,-0.04712355,0.03926628,0.00270595,-0.02659845,0.0088313,0.05996636,0.03310193,0.04479465,0.05755783,0.04345657,-0.0341518,0.02731732,0.00722561,-0.00481707,-0.01416301,-0.04712084,0.03629272,-0.00148218,-0.0308169,0.00939398,0.06017222,0.0350793,0.04447328,0.05606765,0.042019,-0.03503699,0.02733562,0.00719358,-0.00571255,-0.01066343,-0.04747766,0.03131325,-0.00469699,-0.03199029,0.00731207,0.05840949,0.03716968,0.0429584,0.05449231,0.03856245,-0.03229496,0.02559224,0.00652863,-0.00652863,-0.00295965,-0.04435117,0.02798607,-0.00365603,-0.02781197,0.00510769,0.05654307,0.03640352,0.04182485,0.05307073,0.03700838,-0.03075818,0.02164049,0.00430122,-0.00772875,-0.00165776,-0.04265373,0.02726344,-0.0020386,-0.02475439,0.00560869,0.0566639,0.03559093,0.04193821,0.05331716,0.03815293,-0.03205954,0.02282713,0.00466237,-0.00821684,-0.00593182,-0.04332308,0.02928981,-0.000854,-0.0244428
0.10102509,0.02525627,0.10102509,0.07576882,0.05051255,0.05051255,0.02525627,0.07576882,0.05051255,0.05051255,0.02525627,0.07576882,0.10102509,0.05051255,0.05051255,0.10102509,-0.18734837,0.03230145,0.04091516,-0.04426494,0.09259748,-0.06436361,-0.01172423,-0.24238046,0.07489149,0.12465964,0.1918945,0.023927,-0.0899655,-0.062928,-0.0342156,-0.16587228,0.07249233,0.02973414,-0.014007,0.13097766,-0.01351551,-0.05430781,-0.22042583,0.08674506,0.13540093,0.10664973,-0.02604809,-0.04472408,-0.07789854,-0.09264274,-0.14320307,0.11491604,0.0515228,0.01262814,0.16871191,0.01641658,-0.08385082,-0.17351059,0.11643142,0.15052739,0.09395333,-0.06061506,-0.02853959,-0.09950971,-0.1389095,-0.11923847,0.15976397,0.1091071,0.05221554,0.20392636,0.04598085,-0.12885029,-0.14885326,0.12079714,0.11871892,0.11248423,-0.10157352,-0.03403102,-0.10754842,-0.14755436,-0.12675677,0.18291484,0.13451194,0.08450452,0.22383,0.07006387,-0.1588471,-0.21019162,0.07567967,0.07193581,0.11579258,-0.13558162,-0.03877581,-0.10375871,-0.13905807,-0.13473074,0.2074688,0.16145647,0.10084141,0.24686859,0.0719115,-0.15925228,-0.22289809,0.07521777,0.07714643,0.16972216,-0.14712927,-0.05427803,-0.12178115,-0.155946
0.02897011,0.01609451,0.0064378,0.0064378,0.01609451,0.01931341,0.0064378,0.0032189,0.0,0.0064378,0.0,0.0032189,0.01287561,0.0,0.0,0.0032189,-0.02012661,-0.03217207,0.02954952,-0.01000231,0.00637342,-0.0142106,0.01146607,-0.05269511,0.00347641,-0.00426928,0.05821468,0.02927506,-0.00609897,0.04757198,0.07895118,-0.0249926,-0.03088058,0.03294763,-0.01021001,0.00989682,-0.01515842,0.00945835,-0.05712593,0.00501105,-0.00544951,0.06169851,0.02981573,-0.00570007,0.05036102,0.08293282,-0.03012892,-0.02951733,0.03653453,-0.01042924,0.01361595,-0.01615889,0.0073391,-0.06180291,0.00663094,-0.00669532,0.06537589,0.03038643,-0.005279,0.05330501,0.08713566,-0.03555874,-0.02807618,0.0403264,-0.010661,0.01754761,-0.01721652,0.00509874,-0.06674714,0.00834339,-0.00801231,0.0692634,0.03098974,-0.00483387,0.05641723,0.09157867,-0.04130797,-0.02655026,0.03980834,-0.01240602,0.02232403,-0.01806372,0.00453297,-0.06871029,0.01370116,-0.00313559,0.06918745,0.03220795,-0.00139738,0.05776981,0.09100024,-0.03876728,-0.02173636,0.03925889,-0.00828721,0.02812735,-0.01109643,-0.0013695,-0.06671905,0.01552096,-0.00217715,0.05836161,0.0259502,0.00537264,0.05762419,0.08554084
0.00410924,0.00410924,0.01232771,0.00821847,0.02054618,0.02054618,0.01232771,0.01232771,0.0,0.02465541,0.00410924,0.00410924,0.00410924,0.02054618,0.00410924,0.00821847,-0.04005856,0.04796126,0.00665696,0.02191736,0.06111947,0.03270086,-0.05115349,-0.05531896,0.01825798,-0.0184137,-0.01884193,-0.00194648,0.09218529,0.07466697,0.04371794,-0.04174095,0.04837792,0.01015536,0.02286956,0.06293127,0.03318485,-0.05069686,-0.06005259,0.01727212,-0.01527303,-0.01447339,-0.00375829,0.08763999,0.07268682,0.04413985,-0.03846244,0.03747623,0.00838284,0.01873811,0.05884425,0.03036725,-0.04692747,-0.06361096,0.01808064,-0.01093057,-0.01487543,-0.00349285,0.07770564,0.0650081,0.04002395,-0.04019537,0.02206307,-0.00473384,0.00524104,0.04700026,0.01868176,-0.03706765,-0.06179351,0.02337333,-0.00371945,-0.0178787,0.00735436,0.07113439,0.05883486,0.03567286,-0.03667855,0.01374902,-0.01862209,-0.00339375,0.0287163,0.01061633,-0.02771558,-0.05412588,0.0186656,-0.0022625,-0.02371271,0.01575046,0.06530784,0.05429992,0.0332413,-0.02743475,0.00905526,-0.02142779,-0.00286899,0.01730362,0.01129666,-0.02402782,-0.05191085,0.0089656,-0.00349659,-0.02716578,0.01344841,0.05495915,0.04742805,0.03066237
0.00555724,0.00926206,0.00185241,0.00370482,0.00740965,0.00740965,0.00555724,0.00740965,0.0,0.00555724,0.0,0.00370482,0.00555724,0.00555724,0.00185241,0.00370482,-0.00294826,0.02165567,0.00533495,0.0125652,0.01635582,0.01779485,-0.01649622,0.00221119,0.00365023,-0.00898517,-0.01274069,0.00080726,0.04274977,0.04078426,0.03028986,-0.00551518,0.02348458,0.00697508,0.01176932,0.01885255,0.01640136,-0.01622112,0.00396516,0.007678,-0.00625414,-0.00868731,0.00228898,0.0435447,0.04130979,0.03047768,-0.00366778,0.02371087,0.00624263,0.01102185,0.01633827,0.01526387,-0.01491192,0.0089101,0.0083729,-0.00553871,-0.00779865,0.00351958,0.0425499,0.04019734,0.02954597,0.00062876,0.02221624,0.00546832,0.01160351,0.01158446,0.01585241,-0.01341358,0.01080327,0.0042489,-0.00619235,-0.00918373,0.00243883,0.03852593,0.03772569,0.02886587,0.00276554,0.01702476,0.00464846,0.00966959,0.00914002,0.01453381,-0.01133676,0.01021878,0.00453078,-0.00409928,-0.00945384,0.00268709,0.0337553,0.03420642,0.02716508,0.00254622,0.00965949,-0.00159644,0.00325351,0.00295039,0.00897241,-0.00632514,0.01226633,0.0069516,-0.00062645,-0.01097301,0.00800242,0.0305749,0.03140343,0.0253612
-0.00362982,-0.00362982,-0.00483975,-0.00120994,-0.00483975,-0.0,-0.00362982,-0.0,-0.00362982,-0.00483975,-0.01209939,-0.00241988,-0.00120994,-0.0,-0.00241988,-0.0,-0.00089408,0.04257201,0.01938322,0.03115528,0.04752384,0.03606127,-0.03332171,0.00320952,0.00946809,-0.00809258,-0.01984172,-0.02623784,0.04955272,0.02495403,0.00028656,-0.00218966,0.04183903,0.02049571,0.03049045,0.04708951,0.03451661,-0.03219745,0.00193067,0.00925309,-0.00866447,-0.01604575,-0.02452186,0.04860814,0.02626417,0.00304905,-0.002069,0.04216636,0.02167,0.03044206,0.04663104,0.03396298,-0.03305552,0.00156082,0.00937702,-0.00934073,-0.01426518,-0.02465855,0.04653424,0.02517882,0.00295225,-0.00194143,0.04251241,0.0212562,0.03065224,0.04628327,0.03454755,-0.03472178,-0.0,0.00866178,-0.0102423,-0.01619105,-0.0256991,0.04589747,0.02431769,0.00209077,-0.00180637,0.0428788,0.02081806,0.03091322,0.04688868,0.03557647,-0.03594799,0.00029466,0.00904465,-0.01068447,-0.0190117,-0.02610905,0.04791357,0.02572472,0.00274158,-0.00166312,0.04326741,0.02035337,0.03033206,0.04762319,0.0355326,-0.03574379,0.00311504,0.01172101,-0.00852677,-0.01958781,-0.02536911,0.04955029,0.02616107,0.00219109
0.03771214,0.07542428,0.07542428,0.03771214,0.07542428,0.07542428,0.11313642,0.0,0.0,0.11313642,0.18856071,0.26398499,0.07542428,0.0,0.22627285,0.15084856,-0.10396642,-0.57485212,-0.03394093,-0.28867652,-0.09217642,-0.12468825,-0.00071455,-0.42193931,0.17542101,0.00571637,-0.14826827,0.29868016,0.04287275,0.44409023,0.66738581,-0.11228025,-0.56507057,-0.00440314,-0.25428176,-0.07558737,-0.09686924,-0.0366929,-0.51149895,0.11338104,-0.06311178,-0.15227551,0.26418883,0.03889447,0.46563282,0.70303585,-0.12105598,-0.55474559,0.02677562,-0.24248907,-0.05543684,-0.09993717,-0.03167819,-0.53438104,0.11275931,-0.06071654,-0.08749216,0.26134514,0.02036456,0.45820251,0.70521703,-0.08262191,-0.50853206,0.05973603,-0.20791243,-0.00465475,-0.05624496,-0.07563979,-0.46819084,0.15787379,-0.04499598,-0.11404151,0.21683404,0.04771125,0.441426,0.65826003,-0.14015606,-0.49593684,0.04152773,-0.2307983,0.04512146,-0.06189229,-0.08624988,-0.48196116,0.2224129,0.01357637,-0.14215259,0.22680525,0.09104154,0.45081537,0.63928734,-0.25177997,-0.52001614,0.02221588,-0.27852131,0.06664764,-0.11766188,-0.04525456,-0.59242346,0.24231765,0.06171078,-0.07117309,0.28140114,0.08721789,0.47023612,0.67141324
0.03244742,0.01854138,0.00927069,0.00927069,0.01854138,0.01390604,0.00463535,0.00463535,0.0,0.00463535,0.00927069,0.01390604,0.01390604,0.00927069,0.00463535,0.01854138,-0.0613915,-0.03434059,0.02503087,-0.02344997,0.02142994,-0.02590914,-0.00465486,-0.10100175,0.01519418,-0.01958556,0.05963494,0.04760256,0.01774118,0.08009878,0.11057496,-0.05817985,-0.02805261,0.02945073,-0.01925798,0.02809771,-0.02119731,-0.00978684,-0.09426038,0.0204757,-0.01808537,0.05845046,0.04284563,0.02133261,0.07879086,0.10576105,-0.05478979,-0.02989798,0.02795114,-0.02248143,0.02127624,-0.02577252,-0.00565512,-0.08478048,0.02224966,-0.01636277,0.06290164,0.04695605,0.01640912,0.07532437,0.10424893,-0.051206,-0.0318488,0.02636585,-0.02279001,0.01373122,-0.02650888,-0.00672258,-0.08381765,0.0159244,-0.02402963,0.05888214,0.04705803,0.01301605,0.07547403,0.10713211,-0.05344826,-0.029399,0.03121496,-0.01766885,0.02041734,-0.02154618,-0.00966879,-0.08927676,0.01182831,-0.03200025,0.05762008,0.04539912,0.02301858,0.08785344,0.11862668,-0.05582642,-0.02680073,0.0296325,-0.01446228,0.02841888,-0.01587817,-0.01011348,-0.09021226,0.01274299,-0.03114952,0.05006174,0.04449932,0.03802669,0.09810077,0.12297994
