0.02605875,0.0173725,0.0173725,0.02605875,0.0173725,0.0173725,0.0,0.05211749,0.00868625,0.00868625,0.0,0.0173725,0.034745,0.034745,0.0173725,0.05211749,-0.00144466,-0.00433398,0.02545528,0.02830803,0.02281283,0.02696395,0.02843604,0.02880177,-0.03131621,-0.03178253,0.02908522,0.0225751,0.00687585,-0.02881092,-0.00355679,-0.00148371,-0.00741853,0.02755184,0.02999338,0.02479102,0.02839699,0.03033144,0.03091366,-0.0334491,-0.03115781,0.02899799,0.02216167,0.00935298,-0.02830309,-0.00262935,0.0,-0.01067443,0.02964906,0.03261204,0.02662818,0.03096165,0.03271821,0.03344206,-0.03570048,-0.03049839,0.0271011,0.02005558,0.01062618,-0.0264448,-0.00487395,0.0,-0.01097942,0.02936449,0.03365301,0.02628707,0.03251139,0.03257095,0.03334527,-0.03536048,-0.02980128,0.02709117,0.02005283,0.01059226,-0.02584035,-0.00633352,-0.00322924,-0.00968772,0.02763249,0.03226175,0.02463829,0.03146466,0.03076976,0.03136247,-0.03360046,-0.02906317,0.02974785,0.0229317,0.0119768,-0.02800038,-0.00552854
-0.14117251,-0.28234501,-0.49410377,-0.07058625,-0.28234501,-0.0,-0.14117251,-0.0,-0.49410377,-0.14117251,-0.49410377,-0.07058625,-0.0,-0.07058625,-0.07058625,-0.07058625,-0.1408753,0.16435452,0.19355494,0.15521545,0.1970471,0.15283781,0.15372943,0.14986576,-0.14250993,-0.32870904,0.33673358,0.33175539,0.03692775,-0.40717123,-0.11709888,-0.14468274,0.16879653,0.19153675,0.15437404,0.19451282,0.15185583,0.15284785,0.14956655,-0.13590715,-0.32553617,0.33957711,0.33682997,0.04052032,-0.40772146,-0.1048492,-0.14870171,0.18587713,0.19881795,0.1570152,0.20368055,0.15544662,0.15403489,0.15034872,-0.12893756,-0.33457884,0.3446962,0.34422563,0.03341083,-0.41904706,-0.10454608,-0.14020447,0.19118791,0.18997786,0.15351502,0.19231729,0.15012688,0.15206296,0.15125626,-0.13262149,-0.34413823,0.34107277,0.33905602,0.02589507,-0.41996804,-0.096804,-0.14432813,0.19681108,0.18767639,0.15254935,0.18942029,0.14897852,0.15105458,0.15097154,-0.12514527,-0.34113921,0.34429483,0.34479308,0.02948014,-0.42094319,-0.08287656
-0.03893468,-0.11680405,-0.27254278,-0.0,-0.19467341,-0.0,-0.0,-0.07786937,-0.15573873,-0.15573873,-0.35041215,-0.03893468,-0.03893468,-0.0,-0.07786937,-0.03893468,-0.01942636,0.07122998,0.13000086,0.11352534,0.12356639,0.10274658,0.1260664,0.12893528,-0.10668103,-0.19426358,0.15102559,0.13983699,-0.00823776,-0.18528811,-0.00938531,-0.01995139,0.07980558,0.12395961,0.10977476,0.11726706,0.09891514,0.12160249,0.12555909,-0.10379776,-0.19951394,0.1524135,0.14201689,-0.01288001,-0.19029589,-0.01906747,-0.0273408,0.0820224,0.11472753,0.10027844,0.10927668,0.08998238,0.11048798,0.11559275,-0.09482758,-0.1913856,0.15210483,0.14319311,-0.00571042,-0.18965517,-0.01782343,-0.03515246,0.0773354,0.10839416,0.09308727,0.10456743,0.08418791,0.10171964,0.10599133,-0.08534482,-0.17576228,0.14897522,0.14185574,0.00809841,-0.18288177,-0.01139118,-0.03618635,0.0723727,0.10988742,0.09124457,0.10736811,0.08304539,0.09985601,0.10278756,-0.08157961,-0.16645722,0.14460799,0.13778297,0.0099398,-0.17570993,-0.00563408
0.03674632,0.01837316,0.03674632,0.05511949,0.03674632,0.01837316,0.03674632,0.05511949,0.01837316,0.07349265,0.07349265,0.05511949,0.03674632,0.03674632,0.07349265,0.07349265,-0.02750172,-0.01833448,0.01009557,0.00410012,0.01315132,0.00497042,0.00106371,0.00121843,-0.0,0.01833448,0.01553016,0.01510467,0.03341981,-0.00794881,-0.02514222,-0.02510668,-0.01569167,0.0146588,0.00869994,0.01700262,0.00883898,0.00641571,0.0070116,-0.00544243,0.009415,0.01928685,0.01793618,0.02808611,-0.01360607,-0.02892035,-0.02580409,-0.01290204,0.01582133,0.01098307,0.01759741,0.01069726,0.00875787,0.01002358,-0.00839041,0.00322551,0.02372179,0.02210904,0.02815177,-0.01957763,-0.03243884,-0.02985901,-0.01327067,0.01566443,0.01070893,0.01757524,0.01028897,0.00812619,0.01009999,-0.00863014,0.00331767,0.02754924,0.0259744,0.03407959,-0.0230137,-0.03059394,-0.03073722,-0.01707623,0.01768147,0.01225598,0.01999432,0.01212629,0.00862458,0.01093744,-0.00888396,0.00683049,0.02617635,0.02451196,0.03735156,-0.02072925,-0.03062914
0.25231157,0.08410386,0.21025964,0.04205193,0.08410386,0.0,0.0,0.04205193,0.21025964,0.08410386,0.37846736,0.08410386,0.0,0.0,0.16820771,0.04205193,0.1049085,-0.18883529,-0.04492917,-0.01974227,-0.04519476,-0.01345662,-0.03443832,-0.03324316,0.02425732,0.21681089,-0.20463796,-0.20902022,0.02748868,0.27895921,0.0050905,0.11492678,-0.18675602,-0.04800739,-0.01973031,-0.04873478,-0.01327477,-0.03546,-0.03364154,0.02491293,0.21548772,-0.2114871,-0.21698795,0.02032131,0.28649865,0.01436585,0.12550164,-0.18456124,-0.05125663,-0.01971768,-0.05247146,-0.01308282,-0.03653845,-0.03406206,0.02560495,0.21409104,-0.21871675,-0.22539834,0.01275575,0.29445695,0.0241565,0.13668078,-0.18224104,-0.05469154,-0.01970433,-0.05642167,-0.01287991,-0.03767853,-0.03450661,0.02633652,0.21261455,-0.22635952,-0.23428932,0.00475787,0.30287,0.03450661,0.14851752,-0.17978436,-0.04947286,-0.01335767,-0.05219386,-0.00707462,-0.03087106,-0.02765533,0.02033334,0.2032345,-0.22836671,-0.23831075,-0.01063666,0.30500016,0.03235525
0.12888894,0.07733336,0.12888894,0.07733336,0.15466673,0.02577779,0.0,0.02577779,0.02577779,0.07733336,0.02577779,0.05155558,0.12888894,0.02577779,0.02577779,0.05155558,0.10289408,-0.03858528,0.03432516,0.06162248,0.02480095,0.05950599,0.05616844,0.06050997,-0.07063114,-0.04287253,-0.07440284,-0.08354717,-0.06650669,0.052044,-0.05961453,0.10127187,-0.03962812,0.03466764,0.06030609,0.02558271,0.05796519,0.05540134,0.05963726,-0.06872219,-0.03962812,-0.07312532,-0.08260039,-0.06537804,0.05345059,-0.06108639,0.09955955,-0.03620347,0.03004544,0.05639607,0.02145285,0.05479212,0.04998027,0.05447706,-0.06278324,-0.03620347,-0.07192003,-0.08160102,-0.06816793,0.05493533,-0.06264003,0.09309464,-0.03258312,0.02342096,0.05114313,0.01508369,0.05058339,0.04345399,0.04749005,-0.05650491,-0.03258312,-0.06861311,-0.07733336,-0.06702225,0.05246885,-0.06157209,0.08145781,-0.02874982,0.01743792,0.04221492,0.00976523,0.04157806,0.03654381,0.03942485,-0.04985727,-0.02874982,-0.06353467,-0.07087375,-0.06159375,0.0457025,-0.05834878
0.10973239,0.08229929,0.10973239,0.10973239,0.08229929,0.0,0.0,0.0548662,0.13716549,0.0274331,0.08229929,0.0548662,0.08229929,0.0274331,0.08229929,0.0548662,0.10037626,-0.08212603,0.02211974,0.03569191,0.01097324,0.02720208,0.0482245,0.04984161,-0.06329827,0.00912511,-0.09587146,-0.10470781,-0.03465233,0.0949474,-0.01230158,0.10308913,-0.07965979,0.02150162,0.03707175,0.00975729,0.02841179,0.04946855,0.05139628,-0.06500903,0.00468587,-0.09499266,-0.10409749,-0.03662689,0.09345048,-0.01385001,0.09632066,-0.07705652,0.01658178,0.0324625,0.00463315,0.02347054,0.04587424,0.04785552,-0.06263891,0.00481603,-0.09080356,-0.09897252,-0.03020689,0.08769447,-0.01338126,0.08916541,-0.07430451,0.01200786,0.02379625,0.00094056,0.01420251,0.03956637,0.04107127,-0.05583811,0.00990727,-0.08822484,-0.09618828,-0.02777797,0.08590479,-0.01144352,0.08668859,-0.0713906,0.00606756,0.01820267,-0.00448612,0.00923043,0.03288744,0.03459798,-0.04863727,0.01529799,-0.0871727,-0.09530581,-0.0296923,0.0884314,-0.01161872
-0.0,-0.06947381,-0.09263175,-0.0,-0.09263175,-0.23157938,-0.06947381,-0.04631588,-0.06947381,-0.09263175,-0.06947381,-0.02315794,-0.0,-0.04631588,-0.02315794,-0.0,0.04236684,-0.11939745,0.1022362,0.11271822,0.08875584,0.10308939,0.11964122,0.12476034,-0.12356588,-0.02310918,-0.02050087,-0.03376184,0.06996135,0.01669809,-0.05272697,0.03955626,-0.11075753,0.09959165,0.11010661,0.08674838,0.10116889,0.11616522,0.12087192,-0.12004574,-0.02768938,-0.01424526,-0.02746406,0.06574351,0.01028963,-0.05024647,0.03658954,-0.10570312,0.09481889,0.10570312,0.08246799,0.09703176,0.11077214,0.11622712,-0.11633004,-0.02845853,-0.01168189,-0.02459888,0.06486796,0.00705031,-0.05058723,0.03763496,-0.10872321,0.09451085,0.10438275,0.08244226,0.09554303,0.1093584,0.11533976,-0.11602789,-0.02508997,-0.01540334,-0.02853058,0.06394237,0.01087761,-0.05155619,0.04304652,-0.1162256,0.09513826,0.1058454,0.08214257,0.09630978,0.11189371,0.11815997,-0.11944047,-0.02152326,-0.02141428,-0.03549976,0.06296235,0.01866257,-0.04756913
0.0419157,0.06287355,0.0419157,0.0,0.06287355,0.10478925,0.0,0.14670495,0.0419157,0.0419157,0.02095785,0.02095785,0.0,0.1257471,0.0419157,0.0838314,-0.04531308,0.06971243,-0.00703743,-0.01694277,-0.00439012,-0.01687658,-0.01290562,-0.01643537,0.00906703,-0.05925556,0.10553932,0.09671496,-0.01722956,-0.09067028,0.0309735,-0.04653776,0.06801672,-0.00559631,-0.01610922,-0.00251494,-0.01572405,-0.01298254,-0.01631314,0.00931208,-0.05727724,0.10610337,0.0969952,-0.01531622,-0.0900168,0.0327169,-0.04415121,0.06622681,-0.00670651,-0.0151828,-0.00377241,-0.01441434,-0.01338974,-0.01627726,0.00957075,-0.05518901,0.10199487,0.09265699,-0.01653342,-0.08613677,0.02892183,-0.04162828,0.06055022,-0.00601191,-0.01322141,-0.00373649,-0.01293399,-0.01123341,-0.01343698,0.0065628,-0.05298145,0.09784322,0.08792716,-0.01449086,-0.08203501,0.02656258,-0.04285264,0.05453972,-0.00278616,-0.01015839,-0.00091228,-0.01023236,-0.00761879,-0.00991183,0.00337791,-0.05064403,0.09909365,0.08893525,-0.00890092,-0.0810699,0.02576583
0.0627219,0.0209073,0.0836292,0.0209073,0.0209073,0.0418146,0.0,0.0627219,0.0836292,0.0418146,0.1463511,0.0418146,0.0418146,0.0209073,0.0627219,0.0836292,-0.00695443,-0.048681,-0.00528184,0.00250888,-0.00413744,0.00642624,-0.00647026,-0.00664632,-0.0,0.048681,-0.0100355,-0.01527333,0.03508025,0.03618063,0.0068664,-0.00714239,-0.04642551,-0.0045883,0.00483693,-0.00411365,0.00838552,-0.00424927,-0.00370681,-0.00309654,0.04285431,-0.00598966,-0.01161768,0.03523728,0.03096541,0.00404585,-0.01468157,-0.04404471,-0.00892045,0.00067368,-0.00833969,0.00425115,-0.00815385,-0.00759632,-0.0,0.04404471,-0.00095244,-0.00583081,0.04188429,0.02546045,0.00480868,-0.02265157,-0.04530313,-0.01080011,-0.00377526,-0.00948594,-0.00021505,-0.01194703,-0.01161251,0.00327349,0.04907839,0.00284339,-0.00172037,0.04891114,0.0229144,0.01139747,-0.02331779,-0.05052188,-0.00553429,9.839e-05,-0.00413227,0.00364033,-0.00769881,-0.00794477,-0.0,0.05052188,0.00450122,-0.00083629,0.05293237,0.02358835,0.01724237
