0.05555339,0.03703559,0.03703559,0.05555339,0.03703559,0.03703559,0.0,0.11110678,0.0185178,0.0185178,0.0,0.03703559,0.07407119,0.07407119,0.03703559,0.11110678,-0.0030798,-0.00923941,0.05426689,0.06034852,0.04863358,0.05748314,0.06062142,0.06140112,-0.06676153,-0.06775564,0.06200538,0.04812678,0.0146583,-0.06142061
0.07163594,0.14327188,0.25072578,0.03581797,0.14327188,0.0,0.07163594,0.0,0.25072578,0.07163594,0.25072578,0.03581797,0.0,0.03581797,0.03581797,0.03581797,0.07148513,-0.08339931,-0.09821664,-0.07876183,-0.09998869,-0.07755533,-0.07800777,-0.0760472,0.07231459,0.16679863,-0.17087057,-0.16834446,-0.01873845,0.20661313
0.03955367,0.118661,0.27687568,0.0,0.19776834,0.0,0.0,0.07910734,0.15821467,0.15821467,0.35598301,0.03955367,0.03955367,0.0,0.07910734,0.03955367,0.0197352,-0.07236239,-0.13206762,-0.11533017,-0.12553085,-0.10438005,-0.12807061,-0.13098509,0.10837705,0.19735199,-0.1534266,-0.14206012,0.00836872,0.18823382
0.04604052,0.02302026,0.04604052,0.06906077,0.04604052,0.02302026,0.04604052,0.06906077,0.02302026,0.09208103,0.09208103,0.06906077,0.04604052,0.04604052,0.09208103,0.09208103,-0.03445769,-0.02297179,0.01264903,0.00513715,0.01647766,0.00622759,0.00133275,0.00152661,-0.0,0.02297179,0.01945818,0.01892508,0.04187264,-0.00995929
0.16373194,0.05457731,0.13644328,0.02728866,0.05457731,0.0,0.0,0.02728866,0.13644328,0.05457731,0.24559791,0.05457731,0.0,0.0,0.10915463,0.02728866,0.06807802,-0.12254043,-0.02915577,-0.01281131,-0.02932812,-0.00873237,-0.02234797,-0.0215724,0.01574125,0.14069457,-0.13279522,-0.13563899,0.01783816,0.18102433
0.11649009,0.06989406,0.11649009,0.06989406,0.13978811,0.02329802,0.0,0.02329802,0.02329802,0.06989406,0.02329802,0.04659604,0.11649009,0.02329802,0.02329802,0.04659604,0.09299588,-0.03487346,0.03102315,0.05569453,0.02241515,0.05378164,0.05076516,0.05468903,-0.06383657,-0.03874828,-0.06724544,-0.0755101,-0.06010889,0.04703747
0.09839971,0.07379978,0.09839971,0.09839971,0.07379978,0.0,0.0,0.04919985,0.12299964,0.02459993,0.07379978,0.04919985,0.07379978,0.02459993,0.07379978,0.04919985,0.09000984,-0.07364441,0.01983531,0.0320058,0.00983997,0.02439277,0.04324408,0.04469418,-0.0567611,0.00818271,-0.08597027,-0.09389404,-0.03107359,0.08514164
0.0,0.14894951,0.19859935,0.0,0.19859935,0.49649838,0.14894951,0.09929968,0.14894951,0.19859935,0.14894951,0.04964984,0.0,0.09929968,0.04964984,0.0,-0.09083307,0.25598411,-0.21919097,-0.24166406,-0.19028954,-0.22102017,-0.25650674,-0.26748197,0.26492108,0.04954531,0.04395317,0.07238424,-0.14999477,-0.03580015
0.05036181,0.07554271,0.05036181,0.0,0.07554271,0.12590452,0.0,0.17626633,0.05036181,0.05036181,0.0251809,0.0251809,0.0,0.15108543,0.05036181,0.10072362,-0.05444377,0.08375964,-0.00845548,-0.02035677,-0.00527474,-0.02027726,-0.01550614,-0.01974713,0.01089405,-0.0711957,0.12680574,0.11620325,-0.02070135,-0.10894055
0.0727895,0.02426317,0.09705266,0.02426317,0.02426317,0.04852633,0.0,0.0727895,0.09705266,0.04852633,0.16984216,0.04852633,0.04852633,0.02426317,0.0727895,0.09705266,-0.00807069,-0.05649487,-0.00612964,0.00291158,-0.00480155,0.00745773,-0.00750881,-0.00771313,-0.0,0.05649487,-0.01164632,-0.01772488,0.04071104,0.04198805
0.05764038,0.02882019,0.14410096,0.08646058,0.08646058,0.0,0.0,0.0,0.11528077,0.05764038,0.20174135,0.11528077,0.05764038,0.0,0.17292115,0.02882019,0.01437976,-0.12462458,-0.02966963,-0.02963929,-0.02933592,-0.03030671,-0.02439098,-0.027273,0.01246852,0.13900434,-0.10942572,-0.10378303,0.05679095,0.1329976
0.12966097,0.05186439,0.12966097,0.02593219,0.12966097,0.02593219,0.02593219,0.07779658,0.05186439,0.02593219,0.10372878,0.07779658,0.02593219,0.12966097,0.0,0.02593219,0.04312933,-0.00862587,-0.00868046,-0.00245673,-0.00993612,-0.00163782,-0.00283889,-0.00425834,0.0,0.00862587,-0.02975378,-0.03313861,-0.03259267,0.04487634
0.02294243,0.04588485,0.06882728,0.04588485,0.0,0.06882728,0.04588485,0.09176971,0.13765456,0.02294243,0.02294243,0.04588485,0.02294243,0.06882728,0.09176971,0.11471213,-0.03434119,-0.00763138,0.00992562,0.00482998,0.00859737,0.00183539,0.00987732,0.01045692,-0.00992562,-0.00381569,0.05549652,0.04520866,0.02487442,-0.03308539
0.11971018,0.09975848,0.0199517,0.11971018,0.09975848,0.05985509,0.0199517,0.0199517,0.0199517,0.0199517,0.0,0.0,0.11971018,0.0199517,0.0,0.05985509,0.11282159,-0.01659141,0.06025412,0.09211383,0.04679198,0.08600231,0.09076972,0.09740628,-0.10070356,-0.09954846,-0.05139137,-0.06426546,-0.06323637,0.01150898
0.09444044,0.14166066,0.02361011,0.07083033,0.11805055,0.07083033,0.02361011,0.11805055,0.02361011,0.02361011,0.02361011,0.0,0.09444044,0.09444044,0.0,0.02361011,0.07068121,0.04319408,0.02818302,0.0393916,0.02119939,0.03558913,0.04478465,0.04411363,-0.0510724,-0.10209509,-0.00561672,-0.01063698,-0.07488133,-0.02723861
0.067317,0.13463401,0.0,0.067317,0.08975601,0.067317,0.022439,0.11219501,0.022439,0.022439,0.0,0.022439,0.08975601,0.067317,0.044878,0.067317,0.03358764,0.05224744,0.0325956,0.04116966,0.0272811,0.03824078,0.04383872,0.0438151,-0.0485391,-0.10822685,0.03724874,0.02860382,-0.05470392,-0.0647188
