0.00987907,0.00658605,0.00658605,0.00987907,0.00658605,0.00658605,0.0,0.01975815,0.00329302,0.00329302,0.0,0.00658605,0.0131721,0.0131721,0.00658605,0.01975815,-0.00328609,-0.00985828,0.05790177,0.06439076,0.05189114,0.06133345,0.06468194,0.06551386,-0.07123332,-0.07229402,0.0661586,0.05135039,0.01564013,-0.06553466,-0.00809044,-0.00337491,-0.01687453,0.06267071,0.06822435,0.05639082,0.06459312,0.06899332,0.07031765,-0.07608489,-0.07087301,0.06596017,0.05040998,0.02127472,-0.06437952,-0.00598085,0.0,-0.02428057,0.06744115,0.07418087,0.0605697,0.07042682,0.07442236,0.07606887,-0.08120599,-0.06937305,0.06164542,0.04561937,0.0241708,-0.06015258,-0.01108652
-0.01293822,-0.02587644,-0.04528378,-0.00646911,-0.02587644,-0.0,-0.01293822,-0.0,-0.04528378,-0.01293822,-0.04528378,-0.00646911,-0.0,-0.00646911,-0.00646911,-0.00646911,-0.0774659,0.09037689,0.1064339,0.08535141,0.10835421,0.08404397,0.08453426,0.08240967,-0.07836477,-0.18075378,0.18516639,0.18242894,0.0203062,-0.22389934,-0.06439149,-0.07955958,0.09281951,0.10532412,0.08488873,0.10696064,0.08350399,0.08404949,0.08224513,-0.07473397,-0.17900905,0.18673002,0.1852194,0.02228172,-0.22420191,-0.05765552,-0.08176957,0.10221196,0.10932798,0.08634107,0.11200188,0.08547852,0.08470223,0.08267524,-0.07090146,-0.18398152,0.18954496,0.1892862,0.01837228,-0.23042974,-0.05748884
-0.00491295,-0.01473886,-0.03439067,-0.0,-0.02456476,-0.0,-0.0,-0.00982591,-0.01965181,-0.01965181,-0.04421658,-0.00491295,-0.00491295,-0.0,-0.00982591,-0.00491295,-0.01470783,0.05392871,0.09842455,0.08595082,0.09355297,0.07779014,0.09544575,0.09761779,-0.08076895,-0.1470783,0.11434251,0.10587155,-0.00623686,-0.14028291,-0.00710568,-0.01510534,0.06042135,0.09385068,0.08311123,0.0887837,0.07488934,0.09206608,0.09506166,-0.078586,-0.15105338,0.11539331,0.10752197,-0.00975155,-0.14407434,-0.01443611,-0.02069991,0.06209973,0.08686101,0.0759215,0.08273413,0.06812628,0.08365121,0.08751607,-0.07179462,-0.14489936,0.11515962,0.10841249,-0.0043234,-0.14358924,-0.01349424
0.02345525,0.01172763,0.02345525,0.03518288,0.02345525,0.01172763,0.02345525,0.03518288,0.01172763,0.0469105,0.0469105,0.03518288,0.02345525,0.02345525,0.0469105,0.0469105,-0.10532642,-0.07021761,0.03866413,0.01570267,0.05036707,0.01903579,0.00407381,0.00466636,-0.0,0.07021761,0.05947758,0.05784806,0.1279916,-0.03044245,-0.09628998,-0.09615385,-0.06009616,0.05614046,0.03331914,0.06511685,0.03385163,0.02457096,0.02685309,-0.02084348,0.03605769,0.07386502,0.06869219,0.10756451,-0.05210869,-0.1107595,-0.09882479,-0.0494124,0.06059273,0.04206308,0.06739475,0.04096851,0.03354101,0.03838843,-0.03213369,0.0123531,0.09085001,0.08467345,0.10781597,-0.07497862,-0.12423465
-0.31751273,-0.10583758,-0.26459394,-0.05291879,-0.10583758,-0.0,-0.0,-0.05291879,-0.26459394,-0.10583758,-0.4762691,-0.10583758,-0.0,-0.0,-0.21167515,-0.05291879,-0.79211071,1.42579928,0.33923728,0.14906387,0.34124263,0.10160407,0.26002621,0.25100217,-0.18315472,-1.6370288,1.54511722,1.57820539,-0.20755306,-2.10627919,-0.03843575,-0.86775371,1.41009978,0.3624794,0.14897354,0.36797151,0.10023105,0.26774046,0.25401018,-0.18810484,-1.62703821,1.5968316,1.63836569,-0.15343588,-2.16320565,-0.10846922,-0.9475991,1.39352809,0.38701274,0.14887819,0.39618532,0.09878174,0.27588328,0.25718531,-0.19332997,-1.6164926,1.651419,1.70186824,-0.09631219,-2.22329471,-0.18239342
0.10337757,0.06202654,0.10337757,0.06202654,0.12405308,0.02067551,0.0,0.02067551,0.02067551,0.06202654,0.02067551,0.04135103,0.10337757,0.02067551,0.02067551,0.04135103,0.49516767,-0.18568788,0.16518647,0.29655216,0.11935212,0.28636674,0.27030513,0.29119829,-0.33990544,-0.20631986,-0.35805637,-0.40206257,-0.32005695,0.25045664,-0.28688907,0.48736097,-0.19070646,0.16683463,0.29021715,0.1231143,0.27895179,0.26661354,0.28699848,-0.33071881,-0.19070646,-0.35190842,-0.39750631,-0.31462543,0.25722574,-0.29397227,0.47912057,-0.17422566,0.14459076,0.27140057,0.10323973,0.26368172,0.24052514,0.26216551,-0.30213817,-0.17422566,-0.3461081,-0.39269692,-0.32805148,0.2643709,-0.30144899
0.10178625,0.07633969,0.10178625,0.10178625,0.07633969,0.0,0.0,0.05089313,0.12723282,0.02544656,0.07633969,0.05089313,0.07633969,0.02544656,0.07633969,0.05089313,0.55864582,-0.45707385,0.1231078,0.19864391,0.06107175,0.15139366,0.26839428,0.27739433,-0.35228758,0.05078598,-0.53357425,-0.58275309,-0.19285816,0.52843137,-0.06846465,0.57374435,-0.44334791,0.11966762,0.20632349,0.05430434,0.15812632,0.27531806,0.28604688,-0.36180886,0.02607929,-0.52868331,-0.57935635,-0.2038476,0.52010024,-0.07708246,0.53607427,-0.42885941,0.0922862,0.1806706,0.02578585,0.13062569,0.25531386,0.2663407,-0.34861792,0.02680371,-0.50536875,-0.55083327,-0.16811696,0.48806509,-0.07447361
-0.0,-0.01123363,-0.01497817,-0.0,-0.01497817,-0.03744542,-0.01123363,-0.00748908,-0.01123363,-0.01497817,-0.01123363,-0.00374454,-0.0,-0.00748908,-0.00374454,-0.0,0.04110325,-0.11583643,0.09918701,0.1093564,0.08610871,0.10001475,0.11607293,0.12103937,-0.11988054,-0.02241995,-0.01988943,-0.03275489,0.06787476,0.01620007,-0.05115439,0.0383765,-0.1074542,0.09662134,0.10682268,0.08416112,0.09815154,0.1127006,0.11726692,-0.11646539,-0.02686355,-0.0138204,-0.02664495,0.06378271,0.00998275,-0.04874787,0.03549826,-0.10255053,0.09199092,0.10255053,0.08000839,0.09413779,0.10746836,0.11276065,-0.11286051,-0.02760976,-0.01133348,-0.02386522,0.06293327,0.00684003,-0.04907847
0.03076919,0.04615378,0.03076919,0.0,0.04615378,0.07692296,0.0,0.10769215,0.03076919,0.03076919,0.01538459,0.01538459,0.0,0.09230756,0.03076919,0.06153837,-0.19957866,0.30704409,-0.03099591,-0.07462337,-0.019336,-0.07433188,-0.05684202,-0.07238856,0.03993516,-0.26098747,0.46484143,0.42597508,-0.07588653,-0.39935164,0.13642085,-0.20497267,0.29957544,-0.02464861,-0.07095208,-0.01107691,-0.06925562,-0.05718079,-0.07185021,0.04101449,-0.25227406,0.46732572,0.42720936,-0.06745936,-0.39647343,0.14409958,-0.19446126,0.29169188,-0.02953842,-0.0668717,-0.01661536,-0.06348708,-0.05897427,-0.0716922,0.04215379,-0.24307657,0.44923011,0.40810197,-0.07282041,-0.37938406,0.12738443
0.04552114,0.01517371,0.06069485,0.01517371,0.01517371,0.03034742,0.0,0.04552114,0.06069485,0.03034742,0.10621598,0.03034742,0.03034742,0.01517371,0.04552114,0.06069485,-0.03028353,-0.21198474,-0.02300015,0.01092507,-0.01801678,0.02798352,-0.02817519,-0.02894186,-0.0,0.21198474,-0.04370029,-0.06650878,0.15275935,0.15755105,0.0299002,-0.03110201,-0.20216306,-0.01998009,0.02106275,-0.01791318,0.03651533,-0.01850373,-0.01614155,-0.0134841,0.18661205,-0.02608238,-0.05058998,0.15344314,0.13484099,0.01761791,-0.06393191,-0.19179572,-0.0388447,0.00293359,-0.03631575,0.01851193,-0.03550649,-0.03307869,-0.0,0.19179572,-0.00414748,-0.02539068,0.18238802,0.11086925,0.02093972
