0.05853118,0.03902078,0.03902078,0.05853118,0.03902078,0.03902078,0.0,0.11706235,0.01951039,0.01951039,0.0,0.03902078,0.07804157,0.07804157,0.03902078,0.11706235,-0.00324489,-0.00973466,0.05717572,0.06358334,0.05124045,0.06056436
0.06718291,0.13436583,0.2351402,0.03359146,0.13436583,0.0,0.06718291,0.0,0.2351402,0.06718291,0.2351402,0.03359146,0.0,0.03359146,0.03359146,0.03359146,0.06704148,-0.07821506,-0.09211131,-0.07386585,-0.09377321,-0.07273434
0.03759101,0.11277303,0.26313707,0.0,0.18795505,0.0,0.0,0.07518202,0.15036404,0.15036404,0.33831909,0.03759101,0.03759101,0.0,0.07518202,0.03759101,0.01875594,-0.06877176,-0.1255144,-0.10960747,-0.11930199,-0.0992007
0.05093697,0.02546849,0.05093697,0.07640546,0.05093697,0.02546849,0.05093697,0.07640546,0.02546849,0.10187394,0.10187394,0.07640546,0.05093697,0.05093697,0.10187394,0.10187394,-0.0381223,-0.02541487,0.01399426,0.00568349,0.01823007,0.0068899
0.1710787,0.05702623,0.14256558,0.02851312,0.05702623,0.0,0.0,0.02851312,0.14256558,0.05702623,0.25661804,0.05702623,0.0,0.0,0.11405246,0.02851312,0.07113272,-0.1280389,-0.03046401,-0.01338616,-0.0306441,-0.0091242
0.10103588,0.06062153,0.10103588,0.06062153,0.12124306,0.02020718,0.0,0.02020718,0.02020718,0.06062153,0.02020718,0.04041435,0.10103588,0.02020718,0.02020718,0.04041435,0.08065854,-0.03024695,0.02690745,0.04830579,0.01944143,0.04664667
0.09057107,0.06792831,0.09057107,0.09057107,0.06792831,0.0,0.0,0.04528554,0.11321384,0.02264277,0.06792831,0.04528554,0.06792831,0.02264277,0.06792831,0.04528554,0.0828487,-0.0677853,0.01825722,0.02945943,0.00905711,0.02245209
0.0,0.11645963,0.1552795,0.0,0.1552795,0.38819876,0.11645963,0.07763975,0.11645963,0.1552795,0.11645963,0.03881988,0.0,0.07763975,0.03881988,0.0,-0.07101994,0.20014711,-0.17137954,-0.18895064,-0.14878228,-0.17280974
0.05127513,0.0769127,0.05127513,0.0,0.0769127,0.12818783,0.0,0.17946296,0.05127513,0.05127513,0.02563757,0.02563757,0.0,0.15382539,0.05127513,0.10255026,-0.05543112,0.08527864,-0.00860882,-0.02072595,-0.0053704,-0.02064499
0.08039492,0.02679831,0.10719323,0.02679831,0.02679831,0.05359661,0.0,0.08039492,0.10719323,0.05359661,0.18758815,0.05359661,0.05359661,0.02679831,0.08039492,0.10719323,-0.00891396,-0.06239774,-0.0067701,0.0032158,-0.00530324,0.00823695
