0.05186344,0.03457563,0.03457563,0.05186344,0.03457563,0.03457563,0.0,0.10372689,0.01728781,0.01728781,0.0,0.03457563,0.06915126,0.06915126,0.03457563,0.10372689,-0.00287524,-0.00862571,0.0506624,0.05634008,0.04540326,0.05366502,0.05659485,0.05732275
0.07852862,0.15705724,0.27485018,0.03926431,0.15705724,0.0,0.07852862,0.0,0.27485018,0.07852862,0.27485018,0.03926431,0.0,0.03926431,0.03926431,0.03926431,0.0783633,-0.09142385,-0.10766687,-0.08634015,-0.10960942,-0.08501757,-0.08551354,-0.08336433
0.04986877,0.1496063,0.34908136,0.0,0.24934383,0.0,0.0,0.09973753,0.19947507,0.19947507,0.4488189,0.04986877,0.04986877,0.0,0.09973753,0.04986877,0.02488189,-0.0912336,-0.16650919,-0.14540682,-0.15826772,-0.13160105,-0.16146982,-0.16514436
0.05077634,0.02538817,0.05077634,0.07616452,0.05077634,0.02538817,0.05077634,0.07616452,0.02538817,0.10155269,0.10155269,0.07616452,0.05077634,0.05077634,0.10155269,0.10155269,-0.03800208,-0.02533472,0.01395013,0.00566557,0.01817259,0.00686817,0.00146984,0.00168364
0.17930731,0.0597691,0.14942276,0.02988455,0.0597691,0.0,0.0,0.02988455,0.14942276,0.0597691,0.26896096,0.0597691,0.0,0.0,0.1195382,0.02988455,0.07455409,-0.13419736,-0.03192928,-0.01403001,-0.03211803,-0.00956306,-0.02447387,-0.02362452
0.09256913,0.05554148,0.09256913,0.05554148,0.11108296,0.01851383,0.0,0.01851383,0.01851383,0.05554148,0.01851383,0.03702765,0.09256913,0.01851383,0.01851383,0.03702765,0.0738994,-0.02771228,0.02465262,0.04425779,0.01781225,0.04273771,0.04034065,0.04345877
0.08378903,0.06284177,0.08378903,0.08378903,0.06284177,0.0,0.0,0.04189451,0.10473628,0.02094726,0.06284177,0.04189451,0.06284177,0.02094726,0.06284177,0.04189451,0.07664491,-0.06270947,0.0168901,0.02725348,0.0083789,0.02077086,0.03682307,0.03805786
0.0,0.19728645,0.2630486,0.0,0.2630486,0.65762149,0.19728645,0.1315243,0.19728645,0.2630486,0.19728645,0.06576215,0.0,0.1315243,0.06576215,0.0,-0.12031012,0.3390558,-0.29032258,-0.32008861,-0.25204209,-0.2927454,-0.33974803,-0.35428493
0.05318404,0.07977607,0.05318404,0.0,0.07977607,0.13296011,0.0,0.18614416,0.05318404,0.05318404,0.02659202,0.02659202,0.0,0.15955213,0.05318404,0.10636809,-0.05749475,0.08845346,-0.00892932,-0.02149755,-0.00557033,-0.02141358,-0.01637509,-0.02085374
0.08176967,0.02725656,0.10902622,0.02725656,0.02725656,0.05451311,0.0,0.08176967,0.10902622,0.05451311,0.19079589,0.05451311,0.05451311,0.02725656,0.08176967,0.10902622,-0.00906639,-0.06346474,-0.00688587,0.00327079,-0.00539393,0.00837781,-0.00843519,-0.00866472
0.06610535,0.03305268,0.16526338,0.09915803,0.09915803,0.0,0.0,0.0,0.1322107,0.06610535,0.23136873,0.1322107,0.06610535,0.0,0.19831605,0.03305268,0.01649155,-0.14292673,-0.03402686,-0.03399207,-0.03364414,-0.0347575,-0.027973,-0.03127827
