0.08252975,0.05501984,0.05501984,0.08252975,0.05501984,0.05501984,0.0,0.16505951,0.02750992,0.02750992,0.0,0.05501984,0.11003967,0.11003967,0.05501984,0.16505951,-0.09124605,-0.00457533,-0.00457533
0.04019293,0.08038585,0.14067524,0.02009646,0.08038585,0.0,0.04019293,0.0,0.14067524,0.04019293,0.14067524,0.02009646,0.0,0.02009646,0.02009646,0.02009646,0.11592486,0.04010831,0.04010831
0.02185466,0.06556397,0.15298259,0.0,0.10927328,0.0,0.0,0.04370931,0.08741862,0.08741862,0.1966919,0.02185466,0.02185466,0.0,0.04370931,0.02185466,0.10400515,0.01090432,0.01090432
0.05468413,0.02734206,0.05468413,0.08202619,0.05468413,0.02734206,0.05468413,0.08202619,0.02734206,0.10936825,0.10936825,0.08202619,0.05468413,0.05468413,0.10936825,0.10936825,-0.01182904,-0.04092675,-0.04092675
0.11622691,0.0387423,0.09685576,0.01937115,0.0387423,0.0,0.0,0.01937115,0.09685576,0.0387423,0.17434036,0.0387423,0.0,0.0,0.07748461,0.01937115,0.1285021,0.04832592,0.04832592
0.09999579,0.05999747,0.09999579,0.05999747,0.11999495,0.01999916,0.0,0.01999916,0.01999916,0.05999747,0.01999916,0.03999832,0.09999579,0.01999916,0.01999916,0.03999832,0.04037725,0.07982822,0.07982822
0.0787728,0.0590796,0.0787728,0.0787728,0.0590796,0.0,0.0,0.0393864,0.098466,0.0196932,0.0590796,0.0393864,0.0590796,0.0196932,0.0590796,0.0393864,0.0681592,0.07205638,0.07205638
0.0,0.08422235,0.11229646,0.0,0.11229646,0.28074116,0.08422235,0.05614823,0.08422235,0.11229646,0.08422235,0.02807412,0.0,0.05614823,0.02807412,0.0,-0.02024292,-0.05136086,-0.05136086
0.06379692,0.09569539,0.06379692,0.0,0.09569539,0.15949231,0.0,0.22328924,0.06379692,0.06379692,0.03189846,0.03189846,0.0,0.19139077,0.06379692,0.12759385,-0.13800282,-0.06896783,-0.06896783
0.07305444,0.02435148,0.09740593,0.02435148,0.02435148,0.04870296,0.0,0.07305444,0.09740593,0.04870296,0.17046037,0.04870296,0.04870296,0.02435148,0.07305444,0.09740593,0.04214088,-0.00810007,-0.00810007
0.0438475,0.02192375,0.10961876,0.06577125,0.06577125,0.0,0.0,0.0,0.08769501,0.0438475,0.15346626,0.08769501,0.0438475,0.0,0.13154251,0.02192375,0.10117234,0.0109388,0.0109388
0.11097094,0.04438837,0.11097094,0.02219419,0.11097094,0.02219419,0.02219419,0.06658256,0.04438837,0.02219419,0.08877675,0.06658256,0.02219419,0.11097094,0.0,0.02219419,0.03840763,0.03691244,0.03691244
