0.05931198,0.03954132,0.03954132,0.05931198,0.03954132,0.03954132,0.0,0.11862396,0.01977066,0.01977066,0.0,0.03954132,0.07908264,0.07908264,0.03954132,0.11862396,-0.00328817,-0.00986452,0.05793844,0.06443154,0.051924,0.06137229,0.0647229,0.06555535,-0.07127843,-0.07233981
0.0622196,0.1244392,0.21776861,0.0311098,0.1244392,0.0,0.0622196,0.0,0.21776861,0.0622196,0.21776861,0.0311098,0.0,0.0311098,0.0311098,0.0311098,0.06208861,-0.07243672,-0.08530635,-0.06840882,-0.08684547,-0.06736091,-0.06775387,-0.06605102,0.06280905,0.14487343
0.03599439,0.10798318,0.25196075,0.0,0.17997196,0.0,0.0,0.07198878,0.14397757,0.14397757,0.32394953,0.03599439,0.03599439,0.0,0.07198878,0.03599439,0.01795931,-0.06585079,-0.12018338,-0.10495207,-0.11423483,-0.09498731,-0.11654605,-0.11919827,0.09862464,0.17959307
0.04952172,0.02476086,0.04952172,0.07428259,0.04952172,0.02476086,0.04952172,0.07428259,0.02476086,0.09904345,0.09904345,0.07428259,0.04952172,0.04952172,0.09904345,0.09904345,-0.0370631,-0.02470873,0.01360544,0.00552558,0.01772356,0.00669846,0.00143352,0.00164204,-0.0,0.02470873
0.15308178,0.05102726,0.12756815,0.02551363,0.05102726,0.0,0.0,0.02551363,0.12756815,0.05102726,0.22962267,0.05102726,0.0,0.0,0.10205452,0.02551363,0.06364979,-0.11456963,-0.0272593,-0.01197798,-0.02742044,-0.00816436,-0.02089432,-0.0201692,0.01471734,0.1315429
0.10078506,0.06047104,0.10078506,0.06047104,0.12094208,0.02015701,0.0,0.02015701,0.02015701,0.06047104,0.02015701,0.04031403,0.10078506,0.02015701,0.02015701,0.04031403,0.08045831,-0.03017187,0.02684065,0.04818587,0.01939317,0.04653087,0.04392107,0.04731593,-0.05523021,-0.03352429
0.08740455,0.06555341,0.08740455,0.08740455,0.06555341,0.0,0.0,0.04370227,0.10925568,0.02185114,0.06555341,0.04370227,0.06555341,0.02185114,0.06555341,0.04370227,0.07995216,-0.0654154,0.01761892,0.02842948,0.00874045,0.02166713,0.038412,0.03970006,-0.05041862,0.00726838
0.0,0.13927577,0.18570102,0.0,0.18570102,0.46425255,0.13927577,0.09285051,0.13927577,0.18570102,0.13927577,0.04642526,0.0,0.09285051,0.04642526,0.0,-0.08493378,0.23935884,-0.20495529,-0.22596882,-0.1779309,-0.20666569,-0.23984753,-0.25010996,0.24771539,0.04632752
0.0568012,0.08520179,0.0568012,0.0,0.08520179,0.14200299,0.0,0.19880419,0.0568012,0.0568012,0.0284006,0.0284006,0.0,0.17040359,0.0568012,0.11360239,-0.06140508,0.09446936,-0.00953662,-0.02295964,-0.00594918,-0.02286996,-0.01748879,-0.02227205,0.01228699,-0.08029895
0.07688987,0.02562996,0.10251983,0.02562996,0.02562996,0.05125991,0.0,0.07688987,0.10251983,0.05125991,0.1794097,0.05125991,0.05125991,0.02562996,0.07688987,0.10251983,-0.00852533,-0.05967733,-0.00647494,0.00307559,-0.00507203,0.00787784,-0.0079318,-0.00814763,-0.0,0.05967733
