@relation Protein
@attribute Feature1 real
@attribute Feature2 real
@attribute Feature3 real
@attribute Feature4 real
@attribute Feature5 real
@attribute Feature6 real
@attribute Feature7 real
@attribute Feature8 real
@attribute Feature9 real
@attribute Feature10 real
@attribute Feature11 real
@attribute Feature12 real
@attribute Feature13 real
@attribute Feature14 real
@attribute Feature15 real
@attribute Feature16 real
@attribute Feature17 real
@attribute Feature18 real
@attribute Feature19 real
@attribute Feature20 real
@attribute Feature21 real
@attribute Feature22 real
@attribute Feature23 real
@attribute Feature24 real
@attribute Feature25 real
@attribute Feature26 real
@attribute Feature27 real
@attribute Feature28 real
@attribute Feature29 real
@attribute Feature30 real
@attribute Feature31 real
@attribute Feature32 real
@attribute Feature33 real
@attribute Feature34 real
@attribute Feature35 real
@attribute Feature36 real
@attribute Feature37 real
@attribute Feature38 real
@attribute Feature39 real
@attribute Feature40 real
@attribute Feature41 real
@attribute Feature42 real
@attribute Feature43 real
@attribute Feature44 real
@attribute Feature45 real
@attribute class {0,1}
@data
0.1126787701462624,0.02,0.09,0.08,0.21,0.29,0.18,0.24,0.28,0.33,0.08457524953434066,0.0,0.13,0.04,0.2,0.15,0.11,0.23,0.31,0.27,0.1126787701462624,0.05,0.13,0.07,0.16,0.18,0.07,0.12,0.18,0.2,0.24,0.21,0.23,0.29,0.25,0.26,0.16,0.41,0.11,0.07109506618531891,0.23,0.19,0.18,0.2,0.28,0
0.26333333333333336,0.44,0.65,0.76,0.66,0.48,0.52,0.45,0.49,0.47,0.5667857142857143,0.28,0.57,0.58,0.72,0.55,0.6,0.56,0.53,0.6,0.1856746031746032,0.49,0.64,0.58,0.57,0.52,0.56,0.5,0.59,0.51,0.59,0.43,0.64,0.56,0.59,0.38,0.55,0.32,0.48,0.6567629362214201,0.59,0.58,0.56,0.62,0.64,0
0.3623906926406926,0.1,0.1,0.23,0.09,0.16,0.1,0.07,0.09,0.18,0.3623906926406926,0.14,0.14,0.25,0.1,0.26,0.24,0.19,0.24,0.25,0.3623906926406926,0.23,0.09,0.32,0.05,0.21,0.15,0.14,0.15,0.18,0.05,0.07,0.13,0.03,0.11,0.03,0.07,0.04,0.04,0.07121540312876057,0.02,0.04,0.07,0.04,0.13,0
0.9253333333333333,0.58,0.29,0.23,0.14,0.09,0.12,0.13,0.12,0.09,0.845182178932179,0.41,0.22,0.14,0.11,0.07,0.11,0.12,0.12,0.14,0.9484238816738817,0.7,0.45,0.23,0.22,0.15,0.1,0.22,0.15,0.13,0.05,0.03,0.02,0.0,0.09,0.02,0.08,0.06,0.05,0.07104693140794227,0.05,0.04,0.02,0.03,0.04,0
0.6066666666666667,0.32,0.31,0.28,0.33,0.28,0.25,0.19,0.18,0.21,0.5768501498501498,0.18,0.29,0.35,0.18,0.26,0.2,0.26,0.18,0.22,0.3921666666666666,0.19,0.38,0.34,0.22,0.26,0.26,0.19,0.19,0.24,0.07,0.11,0.15,0.09,0.19,0.12,0.1,0.16,0.14,0.12987966305655843,0.14,0.04,0.03,0.04,0.1,0
0.45656349206349206,0.27,0.28,0.19,0.16,0.19,0.18,0.11,0.17,0.19,0.37246536796536783,0.63,0.55,0.44,0.34,0.34,0.25,0.33,0.28,0.34,0.46656349206349207,0.65,0.54,0.53,0.43,0.31,0.41,0.31,0.35,0.37,0.07,0.12,0.22,0.14,0.13,0.08,0.06,0.12,0.29,0.3446690734055356,0.12,0.22,0.17,0.14,0.21,0
0.44491752996745254,0.38,0.41,0.5,0.66,0.63,0.51,0.56,0.5,0.5,0.5006111111111111,0.5166666666666667,0.47,0.54,0.43,0.45,0.48,0.5,0.38,0.41,0.5813333333333334,0.57,0.3,0.55,0.43,0.57,0.54,0.37,0.46,0.47,0.06,0.13,0.16,0.28,0.15,0.15,0.38,0.22,0.23,0.4713357400722025,0.36,0.17,0.2,0.14,0.38,0
0.488760101010101,0.4,0.13,0.08,0.06,0.2,0.08,0.13,0.13,0.09,0.27981709956709955,0.405,0.12,0.06,0.06,0.08,0.08,0.16,0.23,0.18,0.4811410533910533,0.34,0.07,0.05,0.01,0.16,0.16,0.19,0.06,0.13,0.07,0.18,0.02,0.12,0.04,0.18,0.05,0.02,0.03,0.32720517448856806,0.08,0.02,0.02,0.04,0.03,0
0.9113333333333332,0.17,0.29,0.26,0.27,0.17,0.17,0.26,0.12,0.12,0.9668333333333333,0.24,0.2,0.38,0.27,0.29,0.29,0.38,0.24,0.28,0.9513809523809523,0.35,0.24,0.4,0.23,0.3,0.25,0.38,0.31,0.28,0.06,0.02,0.1,0.15,0.05,0.06,0.03,0.17,0.41,0.14916967509025275,0.15,0.01,0.01,0.0,0.02,0
0.1126787701462624,0.01,0.12,0.05,0.11,0.12,0.12,0.11,0.16,0.1,0.08457524953434066,0.005,0.11,0.15,0.12,0.11,0.15,0.19,0.19,0.19,0.1126787701462624,0.03,0.13,0.17,0.03,0.14,0.15,0.14,0.18,0.16,0.06,0.1,0.2,0.33,0.21,0.31,0.32,0.2,0.10666666666666666,0.07127557160048137,0.07,0.05,0.06,0.02,0.05,0
0.0,0.03,0.23,0.51,0.31,0.23,0.32,0.34,0.33,0.27,0.0,0.01,0.42,0.58,0.45,0.44,0.41,0.45,0.54,0.35,0.04483756770264039,0.01,0.41,0.6,0.53,0.39,0.44,0.57,0.56,0.45,0.14,0.22,0.21,0.03,0.08,0.11,0.25,0.08,0.27,0.11037304452466909,0.47,0.03,0.03,0.03,0.05,0
0.3618809523809526,0.07,0.07,0.05,0.03,0.02,0.03,0.01,0.02,0.06,0.4306388888888891,0.06,0.19,0.17,0.07,0.1,0.05,0.08,0.06,0.02,0.16885569985569987,0.01,0.19,0.2,0.24,0.05,0.08,0.08,0.16,0.13,0.05,0.02,0.02,0.06,0.01,0.03,0.04,0.07,0.07,0.04184115523465703,0.02,0.02,0.01,0.0,0.02,0
0.0,0.0,0.07,0.03,0.03,0.09,0.08,0.01,0.06,0.06,0.08457524953434066,0.0,0.13,0.13,0.06,0.13,0.15,0.11,0.07,0.15,0.0,0.0,0.26,0.11,0.05,0.21,0.13,0.16,0.06,0.08,0.01,0.04,0.02,0.02,0.01,0.01,0.04,0.01,0.03,0.022382671480144417,0.05,0.0,0.0,0.0,0.0,0
0.12666666666666668,0.19,0.15,0.12,0.11,0.13,0.08,0.19,0.24,0.14,0.3623928571428573,0.2,0.15,0.11,0.08,0.11,0.11,0.23,0.19,0.12,0.09,0.2,0.21,0.13,0.19,0.12,0.09,0.26,0.2,0.21,0.21,0.29,0.29,0.24,0.3,0.25,0.39,0.34,0.52,0.4641365824308063,0.24,0.15,0.14,0.09,0.39,0
0.8474011544011543,0.92,0.58,0.62,0.6,0.55,0.42,0.59,0.55,0.51,0.891920634920635,0.88,0.39,0.6,0.52,0.64,0.65,0.63,0.6,0.61,0.9316309523809524,0.86,0.71,0.64,0.62,0.55,0.54,0.61,0.55,0.54,0.4,0.38,0.33,0.37,0.64,0.33,0.5,0.44,0.4933333333333333,0.6176654632972323,0.42,0.77,0.62,0.69,0.51,0
0.24509290709290707,0.18,0.28,0.17,0.2,0.14,0.17,0.11,0.26,0.15,0.24509290709290707,0.032,0.26,0.16,0.03,0.03,0.01,0.01,0.06,0.05,0.36865946086712686,0.14,0.44,0.13,0.16,0.14,0.12,0.05,0.07,0.05,0.02,0.04,0.08,0.04,0.06,0.1,0.1,0.17,0.22,0.4348947051744888,0.02,0.01,0.05,0.01,0.01,0
0.345,0.38,0.35,0.27,0.13,0.1,0.16,0.14,0.07,0.11,0.31833333333333336,0.6543333333333333,0.34,0.15,0.18,0.12,0.05,0.08,0.09,0.04,0.3242857142857143,0.6,0.45,0.28,0.23,0.19,0.16,0.18,0.19,0.12,0.08,0.02,0.04,0.04,0.08,0.09,0.29,0.45,0.51,0.8034296028880867,0.1,0.03,0.07,0.02,0.04,0
0.0385,0.13,0.16,0.23,0.15,0.14,0.21,0.28,0.31,0.34,0.0,0.19,0.1,0.13,0.09,0.11,0.19,0.28,0.4,0.39,0.0,0.18,0.14,0.17,0.11,0.15,0.19,0.29,0.35,0.28,0.19,0.24,0.38,0.28,0.24,0.57,0.59,0.3,0.26,0.27630565583634187,0.63,0.34,0.27,0.34,0.25,0
0.9390000000000001,0.49,0.48,0.46,0.48,0.17,0.18,0.27,0.21,0.27,0.9565714285714286,0.44,0.35,0.47,0.28,0.23,0.35,0.24,0.2,0.2,0.7776785714285716,0.15,0.4,0.52,0.28,0.43,0.27,0.3,0.29,0.31,0.08,0.1,0.02,0.08,0.07,0.16,0.04,0.05,0.05,0.06134777376654636,0.02,0.0,0.02,0.06,0.02,0
0.18290956648270876,0.07,0.04,0.06,0.09,0.13,0.14,0.17,0.24,0.26,0.19260630191251732,0.31416666666666665,0.01,0.12,0.08,0.23,0.15,0.18,0.21,0.27,0.13521891227406774,0.24,0.02,0.21,0.13,0.23,0.27,0.3,0.27,0.22,0.17,0.11,0.35,0.2,0.14,0.07,0.15,0.18,0.23,0.07117930204572809,0.12,0.06,0.08,0.02,0.15,0
0.09316666666666668,0.15,0.07,0.06,0.05,0.13,0.09,0.08,0.06,0.05,0.01625,0.07,0.04,0.14,0.07,0.07,0.08,0.1,0.08,0.09,0.04483756770264039,0.03,0.16,0.16,0.1,0.19,0.17,0.27,0.17,0.16,0.02,0.03,0.01,0.0,0.03,0.03,0.01,0.03,0.06,0.0712394705174489,0.02,0.0,0.0,0.01,0.0,0
0.11976556776556778,0.06,0.04,0.05,0.08,0.13,0.1,0.05,0.08,0.12,0.2927789563377798,0.01,0.05,0.04,0.29,0.29,0.22,0.21,0.25,0.26,0.33670001322207194,0.0,0.04,0.01,0.19,0.18,0.23,0.16,0.22,0.18,0.26,0.33,0.16,0.31,0.34,0.34,0.32,0.39,0.28,0.3053429602888088,0.58,0.29,0.29,0.12,0.15,0
0.18290956648270876,0.02,0.05,0.03,0.02,0.05,0.01,0.01,0.02,0.06,0.19260630191251732,0.045,0.27,0.18,0.05,0.06,0.05,0.03,0.0,0.05,0.13521891227406774,0.03,0.15,0.17,0.07,0.03,0.07,0.01,0.03,0.11,0.0,0.0,0.04,0.04,0.03,0.03,0.02,0.05,0.08,0.03220216606498196,0.0,0.01,0.01,0.0,0.04,0
0.1975,0.37,0.23,0.29,0.42,0.4,0.38,0.49,0.49,0.5,0.0765,0.365,0.44,0.64,0.62,0.61,0.56,0.6,0.67,0.45,0.18666666666666665,0.36,0.42,0.45,0.57,0.43,0.37,0.5,0.61,0.65,0.09,0.54,0.3,0.2,0.25,0.35,0.67,0.28,0.18,0.4814079422382674,0.19,0.19,0.22,0.34,0.33,0
0.3519553224553223,0.04,0.13,0.05,0.04,0.1,0.12,0.11,0.14,0.17,0.3519553224553223,0.02,0.12,0.08,0.07,0.1,0.23,0.19,0.19,0.21,0.3519553224553223,0.06,0.05,0.11,0.1,0.05,0.04,0.11,0.21,0.17,0.29,0.33,0.35,0.4,0.52,0.35,0.39,0.64,0.47,0.4056167268351386,0.42,0.38,0.26,0.26,0.4,0
0.05986924523069698,0.02,0.07,0.18,0.05,0.14,0.15,0.08,0.12,0.17,0.08457524953434066,0.02,0.04,0.21,0.21,0.13,0.23,0.19,0.27,0.32,0.05986924523069698,0.01,0.09,0.15,0.1,0.13,0.13,0.18,0.14,0.27,0.15,0.11,0.15,0.07,0.1,0.24,0.19,0.16,0.06,0.11998796630565588,0.42,0.06,0.08,0.1,0.11,0
0.0,0.0,0.1,0.06,0.06,0.1,0.13,0.07,0.14,0.09,0.18866077241733448,0.0,0.04,0.11,0.05,0.15,0.23,0.2,0.21,0.24,0.0,0.0,0.04,0.08,0.09,0.15,0.15,0.21,0.24,0.29,0.0,0.02,0.01,0.05,0.02,0.03,0.05,0.03,0.04,0.041901323706377856,0.55,0.0,0.0,0.0,0.0,0
0.0,0.06,0.08,0.18,0.12,0.07,0.32,0.26,0.33,0.19,0.08457524953434066,0.1525,0.25,0.18,0.12,0.14,0.18,0.27,0.33,0.31,0.0,0.04,0.07,0.15,0.14,0.13,0.14,0.25,0.28,0.27,0.15,0.03,0.08,0.11,0.14,0.11,0.04,0.1,0.12,0.14942238267148017,0.02,0.07,0.1,0.01,0.11,0
0.7669603174603175,0.705,0.71,0.64,0.76,0.78,0.74,0.72,0.75,0.76,0.5653452380952381,0.67,0.64,0.69,0.58,0.6,0.63,0.66,0.62,0.66,0.5227698412698413,0.845,0.7,0.68,0.7,0.73,0.76,0.73,0.85,0.73,0.73,0.66,0.58,0.67,0.79,0.68,0.75,0.68,0.71,0.7449458483754513,0.13,0.68,0.7,0.66,0.54,0
0.1126787701462624,0.05,0.1,0.11,0.16,0.16,0.17,0.16,0.17,0.23,0.08457524953434066,0.08,0.05,0.19,0.2,0.22,0.33,0.21,0.28,0.3,0.1126787701462624,0.11,0.13,0.13,0.28,0.25,0.26,0.23,0.31,0.39,0.18,0.25,0.07,0.2,0.14,0.4,0.19,0.19,0.19,0.07098676293622147,0.49,0.04,0.02,0.11,0.09,0
0.05986924523069698,0.02,0.06,0.1,0.11,0.16,0.15,0.23,0.22,0.27,0.08457524953434066,0.005,0.02,0.07,0.12,0.16,0.17,0.09,0.26,0.3,0.05986924523069698,0.08,0.03,0.06,0.05,0.08,0.14,0.08,0.23,0.29,0.32,0.38,0.28,0.38,0.28,0.66,0.15,0.18,0.19,0.33462093862815895,0.32,0.19,0.25,0.19,0.35,0
0.18564467476967483,0.18,0.09,0.11,0.05,0.09,0.09,0.04,0.1,0.04,0.11954865784893376,0.3436666666666667,0.15,0.28,0.28,0.31,0.3,0.27,0.1,0.19,0.1692302697302698,0.35,0.21,0.29,0.22,0.26,0.28,0.19,0.13,0.09,0.01,0.03,0.0,0.03,0.01,0.01,0.02,0.03,0.07,0.06148014440433215,0.13,0.0,0.0,0.0,0.02,0
0.1235643661893662,0.02,0.21,0.38,0.43,0.41,0.35,0.29,0.37,0.36,0.1420959249280356,0.03,0.27,0.33,0.32,0.34,0.37,0.27,0.33,0.39,0.1235643661893662,0.05,0.22,0.26,0.24,0.33,0.31,0.29,0.32,0.23,0.17,0.11,0.21,0.1,0.1,0.24,0.09,0.14,0.16,0.15883273164861617,0.3,0.1,0.08,0.22,0.11,0
0.4027067654567654,0.23,0.24,0.22,0.19,0.23,0.19,0.17,0.1,0.13,0.18866077241733448,0.105,0.16,0.17,0.11,0.15,0.2,0.17,0.21,0.16,0.19638138538261374,0.25,0.48,0.26,0.24,0.25,0.2,0.21,0.21,0.2,0.07,0.07,0.07,0.04,0.05,0.05,0.06,0.04,0.15,0.11990373044524671,0.36,0.02,0.01,0.01,0.08,0
0.27034523809523797,0.3,0.35,0.14,0.26,0.16,0.19,0.27,0.29,0.32,0.2661785714285713,0.54,0.64,0.43,0.47,0.4,0.55,0.64,0.53,0.49,0.45238067488067485,0.65,0.66,0.5,0.48,0.52,0.61,0.56,0.54,0.57,0.41,0.52,0.29,0.22,0.35,0.55,0.23,0.27,0.28,0.21771359807460902,0.56,0.04,0.02,0.1,0.04,0
0.35071428571428576,0.28,0.35,0.28,0.28,0.33,0.47,0.38,0.42,0.45,0.08457524953434066,0.0,0.24,0.1,0.22,0.18,0.2,0.26,0.31,0.3,0.35071428571428576,0.08,0.35,0.18,0.27,0.31,0.19,0.21,0.26,0.26,0.41,0.4,0.22,0.4,0.39,0.12,0.24,0.13,0.29,0.2469073405535501,0.12,0.08,0.04,0.09,0.23,0
0.9733333333333333,0.62,0.56,0.57,0.42,0.28,0.26,0.3,0.3,0.34,0.6429388111888112,0.46,0.72,0.59,0.54,0.55,0.5,0.51,0.54,0.57,0.9723333333333334,0.63,0.79,0.72,0.55,0.58,0.55,0.53,0.49,0.49,0.09,0.11,0.23,0.1,0.1,0.15,0.13,0.13,0.09,0.16885679903730452,0.85,0.12,0.11,0.15,0.12,0
0.3618809523809526,0.53,0.25,0.21,0.24,0.34,0.33,0.36,0.49,0.39,0.4306388888888891,0.715,0.42,0.16,0.34,0.34,0.42,0.57,0.46,0.43,0.16885569985569987,0.67,0.29,0.17,0.38,0.37,0.31,0.4,0.43,0.33,0.34,0.48,0.29,0.44,0.48,0.4,0.35,0.31,0.42,0.41292418772563183,0.52,0.44,0.48,0.51,0.45,0
0.9178174603174604,0.37666666666666665,0.28,0.55,0.54,0.53,0.38,0.31,0.56,0.47,0.9255555555555556,0.29,0.35,0.52,0.56,0.52,0.44,0.37,0.5,0.41,0.9650555555555556,0.5008333333333334,0.36,0.5,0.46,0.55,0.54,0.5,0.67,0.45,0.18,0.23,0.33,0.12,0.54,0.21,0.19,0.33,0.28,0.37629061371841166,0.19,0.47,0.38,0.36,0.29,0
0.9346190476190477,0.76,0.75,0.72,0.78,0.63,0.77,0.74,0.72,0.69,0.9586666666666666,0.81,0.71,0.63,0.74,0.53,0.69,0.63,0.6,0.59,0.9422222222222223,0.56,0.58,0.61,0.57,0.61,0.64,0.6,0.59,0.5,0.79,0.82,0.63,0.8,0.73,0.68,0.53,0.89,0.57,0.5993622141997594,0.9,0.96,0.98,0.96,0.9,1
0.6329682539682541,0.59,0.56,0.44,0.42,0.56,0.63,0.62,0.6,0.54,0.4787940115440116,0.59,0.46,0.41,0.51,0.55,0.55,0.51,0.51,0.53,0.6353730158730159,0.67,0.52,0.52,0.43,0.58,0.63,0.68,0.58,0.61,0.52,0.51,0.58,0.7,0.69,0.53,0.61,0.78,0.24,0.5604211793020459,0.7,0.86,0.82,0.78,0.75,1
0.7871666666666667,0.78,0.76,0.77,0.72,0.78,0.65,0.73,0.78,0.76,0.9541666666666667,0.82,0.73,0.73,0.8,0.79,0.74,0.71,0.67,0.73,0.7741904761904762,0.74,0.71,0.65,0.7,0.61,0.62,0.78,0.74,0.75,0.67,0.72,0.68,0.8,0.82,0.69,0.66,0.67,0.55,0.9112154031287605,0.75,0.73,0.71,0.74,0.63,1
0.17150333000333,0.36,0.36,0.44,0.55,0.52,0.67,0.65,0.67,0.72,0.0374792732068146,0.1,0.15,0.41,0.51,0.56,0.52,0.58,0.6,0.56,0.17150333000333,0.16,0.15,0.29,0.43,0.45,0.53,0.45,0.49,0.48,0.55,0.56,0.89,0.88,0.84,0.89,0.63,0.72,0.87,0.7043110709987966,0.47,0.89,0.97,0.85,0.78,1
0.8996666666666667,0.875,0.77,0.82,0.76,0.7,0.88,0.81,0.76,0.85,0.9516666666666667,0.82,0.76,0.78,0.7,0.71,0.64,0.69,0.73,0.65,0.973,0.8475,0.62,0.81,0.68,0.65,0.61,0.69,0.58,0.74,0.93,0.93,0.9,0.9,0.95,0.96,0.84,0.81,0.71,0.9500481347773767,0.46,0.99,0.99,0.99,0.9,1
0.7586666666666667,0.77,0.64,0.61,0.71,0.79,0.71,0.69,0.73,0.66,0.763,0.655,0.5,0.55,0.63,0.71,0.73,0.65,0.61,0.7,0.46837698412698414,0.54,0.64,0.65,0.69,0.64,0.67,0.67,0.64,0.72,0.7,0.81,0.66,0.76,0.77,0.84,0.65,0.66,0.76,0.8721660649819495,0.61,0.77,0.63,0.75,0.63,1
0.9366666666666668,0.96,0.95,0.96,0.92,0.94,0.88,0.85,0.88,0.86,0.99,0.89,0.93,0.85,0.86,0.92,0.78,0.8,0.81,0.82,0.92,0.77,0.9,0.9,0.86,0.87,0.87,0.9,0.78,0.76,0.89,0.91,0.89,0.88,0.86,0.91,0.85,0.91,0.88,0.7621570397111914,0.83,0.95,0.93,0.94,0.98,1
0.928952380952381,0.87,0.52,0.55,0.63,0.44,0.56,0.68,0.61,0.68,0.9595238095238094,0.77,0.74,0.55,0.65,0.59,0.66,0.56,0.58,0.68,0.9621428571428571,0.92,0.57,0.49,0.54,0.53,0.66,0.5,0.64,0.71,0.91,0.65,0.85,0.86,0.84,0.77,0.86,0.8,0.81,0.8626113116726836,0.84,0.85,0.86,0.78,0.93,1
0.012,0.34,0.3,0.57,0.59,0.46,0.42,0.48,0.38,0.41,0.017777777777777778,0.49,0.35,0.35,0.47,0.55,0.54,0.61,0.58,0.54,0.03666666666666667,0.6766666666666666,0.62,0.64,0.61,0.65,0.56,0.7,0.66,0.59,0.67,0.64,0.67,0.75,0.59,0.57,0.65,0.47,0.69,0.511672683513839,0.65,0.85,0.91,0.86,0.79,1
0.8707142857142857,0.75,0.61,0.6,0.71,0.75,0.74,0.63,0.64,0.62,0.7647619047619046,0.57,0.64,0.55,0.61,0.53,0.63,0.53,0.59,0.51,0.7313463203463204,0.59,0.57,0.77,0.75,0.84,0.77,0.65,0.61,0.62,0.79,0.78,0.84,0.86,0.69,0.59,0.82,0.83,0.72,0.8294624949859607,0.8,0.92,0.87,0.92,0.89,1
0.8731785714285715,0.74,0.64,0.47,0.58,0.59,0.64,0.67,0.72,0.63,0.79,0.63,0.7,0.51,0.45,0.5,0.57,0.62,0.64,0.56,0.9578928571428571,0.6333333333333333,0.53,0.44,0.37,0.47,0.49,0.56,0.55,0.49,0.93,0.89,0.86,0.76,0.89,0.93,0.85,0.86,0.85,0.9793020457280385,0.74,0.99,0.97,0.91,0.97,1
0.8520396825396825,0.6,0.65,0.67,0.65,0.73,0.77,0.77,0.69,0.74,0.8393333333333334,0.77,0.71,0.68,0.65,0.74,0.72,0.75,0.74,0.71,0.5467857142857143,0.71,0.68,0.67,0.71,0.82,0.74,0.74,0.67,0.82,0.75,0.76,0.67,0.4,0.72,0.76,0.59,0.44,0.5,0.8047202166064982,0.67,0.92,0.92,0.85,0.71,1
0.0,0.47,0.48,0.62,0.59,0.68,0.49,0.5,0.48,0.46,0.22953455123308067,0.74,0.59,0.76,0.77,0.75,0.7,0.63,0.61,0.63,0.30259647083484403,0.41,0.43,0.7,0.65,0.62,0.6,0.73,0.67,0.56,0.42,0.56,0.83,0.52,0.68,0.6,0.62,0.42,0.59,0.7682671480144404,0.44,0.45,0.53,0.36,0.64,1
0.02,0.5,0.31,0.49,0.44,0.38,0.4,0.54,0.49,0.46,0.01,0.55,0.48,0.62,0.49,0.45,0.42,0.55,0.63,0.57,0.02,0.52,0.41,0.49,0.55,0.6,0.59,0.6,0.54,0.6,0.49,0.55,0.45,0.5,0.69,0.89,0.63,0.6,0.36,0.5015884476534296,0.6,0.62,0.52,0.55,0.66,1
0.5599729437229436,0.49,0.79,0.77,0.81,0.77,0.71,0.8,0.66,0.62,0.5491886724386724,0.72,0.9,0.79,0.85,0.82,0.78,0.7,0.67,0.74,0.5143690476190476,0.49,0.84,0.82,0.84,0.79,0.78,0.75,0.72,0.7,0.84,0.86,0.72,0.9,0.69,0.84,0.8,0.82,0.63,0.7164981949458482,0.7,0.99,0.96,0.95,0.92,1
0.9641666666666667,0.92,0.87,0.88,0.82,0.72,0.82,0.76,0.83,0.86,0.9523333333333334,0.84,0.83,0.83,0.81,0.68,0.78,0.7,0.67,0.77,0.9751666666666666,0.76,0.79,0.7,0.71,0.66,0.71,0.61,0.66,0.73,0.86,0.85,0.73,0.87,0.75,0.65,0.82,0.75,0.7,0.5600962695547536,0.71,0.85,0.9,0.88,0.88,1
0.9016666666666667,0.94,0.79,0.62,0.57,0.7,0.54,0.6,0.64,0.57,0.9359999999999999,0.92,0.74,0.74,0.55,0.59,0.64,0.63,0.5,0.49,0.84,0.92,0.86,0.77,0.66,0.55,0.53,0.66,0.63,0.62,0.2,0.29,0.48,0.35,0.62,0.7,0.7,0.47,0.65,0.7298626153229041,0.61,0.63,0.64,0.53,0.62,1
0.6693412698412697,0.71,0.74,0.72,0.82,0.88,0.84,0.77,0.85,0.72,0.905,0.87,0.88,0.74,0.75,0.75,0.76,0.68,0.77,0.74,0.8783333333333333,0.78,0.81,0.73,0.63,0.75,0.77,0.62,0.75,0.71,0.69,0.9,0.93,0.76,0.63,0.89,0.81,0.93,0.95,0.9011191335740072,0.82,0.91,0.92,0.91,0.9,1
0.2949329004329004,0.38,0.4,0.38,0.34,0.32,0.4,0.48,0.44,0.4,0.4787940115440116,0.22,0.42,0.36,0.33,0.32,0.37,0.5,0.5,0.55,0.30866666666666664,0.45,0.53,0.33,0.51,0.52,0.42,0.62,0.52,0.45,0.49,0.27,0.32,0.52,0.43,0.52,0.81,0.6,0.49,0.49699157641395936,0.22,0.27,0.23,0.28,0.34,1
0.9441666666666667,0.78,0.77,0.74,0.8,0.74,0.78,0.68,0.67,0.61,0.9509166666666666,0.685,0.73,0.68,0.63,0.68,0.62,0.69,0.55,0.69,0.943047619047619,0.7,0.85,0.7,0.76,0.69,0.83,0.79,0.64,0.7,0.75,0.77,0.58,0.6,0.89,0.59,0.47,0.59,0.76,0.3730475330926596,0.65,0.88,0.84,0.88,0.77,1
0.3881410256410256,0.39,0.35,0.48,0.54,0.48,0.6,0.53,0.53,0.45,0.9758928571428571,0.77,0.68,0.73,0.7,0.76,0.72,0.66,0.61,0.65,0.8809999999999999,0.81,0.59,0.6,0.71,0.7,0.76,0.66,0.69,0.6,0.59,0.48,0.63,0.74,0.57,0.71,0.72,0.85,0.81,0.49699157641395936,0.73,0.63,0.66,0.75,0.57,1
0.9508333333333333,0.9,0.92,0.86,0.92,0.75,0.73,0.6,0.6,0.65,0.9688333333333334,0.93,0.81,0.86,0.76,0.79,0.63,0.8,0.65,0.75,0.9546666666666667,0.83,0.88,0.87,0.82,0.77,0.77,0.68,0.72,0.72,0.79,0.74,0.86,0.55,0.83,0.9,0.77,0.87,0.76,0.6253951062976334,0.56,0.76,0.85,0.7,0.82,1
0.0,0.19,0.18,0.33,0.5,0.53,0.53,0.55,0.69,0.59,0.0374792732068146,0.04,0.13,0.33,0.41,0.51,0.42,0.52,0.62,0.6,0.0,0.07,0.15,0.34,0.52,0.6,0.48,0.55,0.56,0.64,0.75,0.77,0.61,0.75,0.69,0.87,0.7,0.84,0.82,0.6966185318892899,0.89,0.91,0.93,0.9,0.83,1
0.6769999999999999,0.42,0.61,0.59,0.62,0.72,0.51,0.59,0.52,0.42,0.6665079365079365,0.69,0.8,0.8,0.77,0.76,0.76,0.65,0.81,0.7,0.7926079598506068,0.5666666666666667,0.65,0.75,0.68,0.75,0.66,0.71,0.76,0.77,0.59,0.34,0.64,0.52,0.43,0.68,0.5,0.54,0.49,0.5510258724428402,0.47,0.48,0.37,0.53,0.47,1
0.39783333333333326,0.26,0.39,0.45,0.51,0.59,0.57,0.48,0.62,0.62,0.4126668331668334,0.2,0.58,0.69,0.73,0.78,0.74,0.66,0.65,0.63,0.10566586191586193,0.05,0.61,0.5,0.68,0.62,0.65,0.67,0.53,0.69,0.72,0.85,0.74,0.88,0.86,0.88,0.8,0.91,0.76,0.764560770156438,0.87,0.98,0.99,0.94,0.91,1
0.553904761904762,0.42,0.47,0.77,0.64,0.49,0.59,0.54,0.59,0.55,0.5325414862914863,0.63,0.4,0.61,0.57,0.62,0.62,0.51,0.58,0.64,0.5622500000000001,0.48,0.5,0.51,0.52,0.58,0.45,0.43,0.51,0.38,0.84,0.78,0.58,0.52,0.81,0.87,0.57,0.37,0.71,0.7626022864019254,0.61,0.81,0.74,0.85,0.8,1
0.3690174547674548,0.46,0.53,0.58,0.73,0.74,0.75,0.71,0.75,0.69,0.3573507881007881,0.5,0.62,0.51,0.58,0.6,0.64,0.51,0.54,0.5,0.23263841958694897,0.6516666666666667,0.65,0.47,0.69,0.71,0.74,0.77,0.77,0.74,0.85,0.91,0.93,0.91,0.86,0.92,0.85,0.93,0.72,0.7550902527075812,0.7,0.97,0.97,0.97,0.97,1
0.855547619047619,0.57,0.61,0.57,0.72,0.71,0.67,0.62,0.7,0.76,0.8313333333333334,0.41,0.44,0.5,0.57,0.56,0.63,0.61,0.64,0.71,0.5183744588744587,0.63,0.55,0.58,0.7,0.75,0.81,0.7,0.77,0.73,0.63,0.68,0.75,0.45,0.65,0.72,0.81,0.65,0.7,0.45327316486161273,0.13,0.7,0.72,0.69,0.57,1
