@relation RSN
@attribute F1 numeric
@attribute F2 {1,2,3,4}
@attribute F3 {1,2,3}
@attribute F4 {1,2}
@attribute F5 {1,2,3,4,5,6,7,8,9,10}
@attribute F6 numeric
@attribute pStage {1,2,3,4,5}
@attribute F8 {1,2,3,4,5,6,7,8,9}
@attribute F9 {1,2}
@attribute F10 {1,2}
@attribute F11 {1,2}
@attribute F12 {1,2}
@attribute F13 numeric
@attribute F14 numeric
@attribute F15 numeric
@attribute F16 numeric
@attribute BMI numeric
@attribute F18 {1,2,3}
@attribute F19 {1,2,3}
@attribute F20 {1,2,3}
@attribute class {1,2}
@data
78,2,2,1,9,10,1,1,2,2,2,2,1,1,1,1,4,2,2,2,1
52,1,3,2,9,11,5,1,1,1,2,1,1,1,1,1,4,2,2,3,1
76,4,3,2,6,2,5,6,2,1,2,1,2,2,1,1,4,2,2,2,1
50,3,3,2,9,11,5,9,1,1,2,1,1,1,1,1,4,2,2,2,2
55,1,1,2,2,2,2,1,2,2,2,1,1,1,1,1,3,2,2,2,1
50,2,2,1,9,10,1,1,2,2,2,2,1,1,1,1,4,2,2,2,1
81,3,1,2,2,2,3,1,2,2,2,2,1,1,1,1,4,2,2,2,1
81,3,1,2,2,7,5,1,2,2,2,2,1,1,1,1,4,2,2,2,1
61,4,2,2,2,2,1,1,2,2,2,2,1,1,1,1,3,1,1,1,1
91,4,2,2,9,11,5,6,2,2,2,2,1,1,1,1,4,2,2,2,2
81,2,2,2,9,11,5,6,2,2,2,1,1,1,1,1,4,2,3,2,1
80,4,2,2,9,2,5,6,2,2,2,2,1,1,1,1,4,2,2,2,2
58,4,2,2,9,11,5,9,2,2,2,2,1,1,1,1,4,2,2,1,1
59,2,1,2,2,2,1,1,2,2,2,2,1,1,1,1,2,2,2,2,1
48,2,1,2,1,2,1,1,2,2,2,1,1,1,1,1,3,1,1,2,1
68,2,2,1,9,10,1,1,2,2,2,2,1,1,1,1,3,2,2,2,2
53,3,1,2,2,2,5,6,1,1,2,1,1,1,1,1,3,2,2,2,2
70,2,1,2,2,2,1,1,2,2,2,1,1,1,1,1,2,2,2,2,1
70,2,1,2,2,2,1,1,2,2,2,1,1,1,1,1,2,2,2,2,1
67,1,3,2,2,2,2,1,2,2,2,1,1,1,1,1,3,2,2,2,1
68,4,2,2,9,11,5,6,2,2,2,2,1,1,1,1,4,2,2,3,2
28,4,2,2,2,2,1,1,2,2,2,2,1,1,1,1,3,1,1,1,1
50,1,1,2,2,2,2,1,2,2,2,2,1,1,1,1,4,2,2,2,1
63,4,2,2,2,2,1,1,1,1,2,2,2,2,2,2,4,2,2,2,1
57,3,3,2,9,2,1,3,2,2,2,2,1,1,1,1,4,2,2,2,1
47,4,2,2,2,2,5,6,2,2,2,2,1,1,1,1,4,1,1,1,2
42,2,2,1,9,10,1,1,2,2,2,2,1,1,1,1,4,2,2,2,2
51,4,2,2,4,11,5,6,2,1,2,1,3,3,2,2,4,2,2,2,1
39,1,1,2,2,2,1,1,1,1,2,1,3,3,3,3,4,2,2,2,1
24,2,2,1,9,10,1,1,2,2,2,2,1,1,1,1,4,3,3,3,1
43,4,2,2,2,2,5,6,1,1,1,1,2,2,2,2,4,2,2,2,2
64,3,1,2,2,11,5,6,2,2,2,2,1,1,1,1,4,3,3,3,1
69,4,2,2,9,2,1,9,2,2,2,2,1,1,1,1,4,1,1,1,1
59,1,1,2,2,2,1,1,1,1,2,1,3,2,3,3,3,2,2,2,1
75,1,1,2,2,2,2,1,2,2,2,1,1,1,1,1,2,2,2,2,1
55,3,1,2,2,11,5,6,2,2,2,2,1,1,1,1,4,2,2,2,1
51,2,1,2,1,2,1,1,2,2,2,2,1,1,1,1,2,2,2,2,1
48,2,1,2,3,2,1,1,1,1,2,1,1,1,1,1,3,2,2,2,1
49,3,1,2,2,11,5,6,2,2,2,2,1,1,1,1,4,3,3,3,1
56,1,3,2,9,11,5,9,2,2,2,1,1,1,1,1,4,2,2,2,1
52,2,2,1,9,10,1,1,2,2,2,2,1,1,1,1,3,2,2,2,2
81,1,1,2,2,2,2,1,2,2,2,1,1,1,1,1,4,2,2,2,1
53,2,2,2,2,2,1,1,2,2,2,2,1,1,1,1,2,2,2,2,2
63,2,1,2,3,2,1,1,2,2,2,1,1,1,1,1,3,2,2,2,1
62,3,1,2,2,2,2,1,2,2,2,2,1,1,1,1,3,2,2,2,1
47,1,1,1,3,2,1,1,2,2,2,1,1,1,1,1,2,2,3,2,1
69,3,1,2,2,2,1,1,2,2,2,2,1,1,1,1,3,1,2,1,1
66,2,1,2,2,2,1,1,2,2,2,2,1,1,1,1,3,2,2,2,1
56,4,2,2,2,2,1,1,2,2,2,2,1,1,1,1,3,1,1,1,1
55,1,1,2,3,2,2,1,2,2,2,1,1,1,1,1,2,2,2,2,1
58,3,1,2,1,2,1,1,2,2,2,2,1,1,1,1,2,2,2,2,1
73,4,2,2,2,2,1,1,1,1,2,1,2,2,2,2,3,1,2,2,1
53,4,2,2,9,11,5,9,1,1,2,2,1,1,1,1,4,3,3,3,1
47,1,1,2,2,2,3,1,1,1,2,1,3,3,2,2,4,2,2,2,1
78,3,1,2,2,2,2,1,2,2,2,1,1,1,1,1,3,1,2,2,1
55,1,1,2,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,1
66,3,1,2,2,2,1,1,2,2,2,2,1,1,1,1,1,2,2,2,1
36,4,2,2,1,2,5,9,2,2,2,2,1,1,1,1,4,2,2,2,2
56,2,3,2,4,2,5,6,2,2,2,2,1,1,1,1,4,2,2,3,1
68,3,1,2,2,2,2,1,1,1,1,1,2,2,3,1,4,2,2,2,1
41,2,1,2,3,2,2,9,2,2,2,1,1,1,1,1,3,2,2,2,1
47,1,1,2,2,2,1,1,1,1,2,1,3,2,3,3,2,2,2,2,1
75,3,3,2,9,11,5,6,1,1,2,1,1,1,1,1,4,2,2,2,2
44,1,1,2,3,2,1,1,1,1,2,1,2,2,2,2,2,3,3,3,1
76,2,1,2,1,2,1,1,2,2,2,2,1,1,1,1,3,2,2,2,1
56,4,2,2,1,2,1,1,2,2,2,2,1,1,1,1,3,2,1,2,1
43,2,2,1,9,10,1,9,2,2,2,2,1,1,1,1,4,2,2,3,1
36,1,3,2,9,11,5,9,2,2,2,2,1,1,1,1,4,2,2,2,1
68,3,1,2,2,11,3,1,1,1,1,1,3,3,3,1,4,2,2,2,2
46,4,2,2,4,11,5,6,2,1,2,1,3,2,2,2,4,2,2,2,1
39,2,1,2,2,2,3,9,2,2,2,1,1,1,1,1,4,2,2,2,1
66,3,1,2,2,11,5,6,2,2,2,2,1,1,1,1,2,2,2,1,1
79,3,1,1,10,10,5,1,2,2,2,2,1,1,1,1,4,3,3,3,1
60,4,2,2,9,7,1,1,2,2,2,2,1,1,1,1,3,2,2,2,1
68,3,1,2,2,2,1,1,2,2,2,2,1,1,1,1,4,2,2,2,1
48,4,2,2,2,2,5,6,2,2,2,2,1,1,1,1,3,1,1,1,2
79,3,1,1,10,10,5,6,2,2,2,2,1,1,1,1,3,2,2,2,2
46,1,1,2,9,2,5,6,2,2,2,2,1,1,1,1,4,2,2,2,1
78,3,1,2,2,2,3,1,2,2,2,1,1,1,1,1,4,2,2,2,1
59,4,2,2,1,2,1,1,2,2,2,2,1,1,1,1,2,1,1,2,1
80,3,1,2,1,2,1,1,2,2,2,2,1,1,1,1,3,2,2,2,1
62,2,1,2,3,2,1,1,2,2,2,2,1,1,1,1,1,2,2,2,1
47,3,1,2,2,2,5,6,2,2,2,2,1,1,1,1,2,2,2,3,2
60,3,1,2,2,2,1,1,2,2,2,2,1,1,1,1,3,1,2,3,1
44,1,1,2,3,2,3,1,1,1,2,1,3,3,2,2,2,2,2,2,1
47,4,2,2,2,2,4,1,1,1,2,1,2,3,2,2,2,1,1,1,2
77,3,1,2,2,2,3,1,2,2,2,1,1,1,1,1,4,2,2,2,1
57,4,2,2,2,2,5,6,2,1,2,1,3,3,3,3,1,1,1,1,2
43,1,3,2,9,11,5,9,2,2,2,1,1,1,1,1,4,2,2,2,1
40,4,2,2,4,2,5,6,2,1,2,1,2,3,3,3,3,1,1,1,1
41,1,1,2,9,6,2,1,2,2,2,1,1,1,1,1,4,3,3,3,1
64,1,1,2,2,4,1,1,2,2,2,1,1,1,1,1,4,2,2,2,1
55,3,1,2,9,2,1,1,2,2,2,2,1,1,1,1,4,2,2,2,1
65,2,2,1,9,10,1,1,2,2,2,2,1,1,1,1,3,2,2,3,1
45,2,2,2,2,2,1,1,2,2,2,2,1,1,1,1,4,2,2,2,2
83,3,1,2,2,2,3,1,2,2,2,1,1,1,1,1,4,2,2,2,1
60,3,1,2,2,2,5,6,2,2,2,2,1,1,1,1,2,2,2,2,2
66,1,1,2,3,2,2,1,2,2,2,1,1,1,1,1,3,2,3,2,1
83,1,1,2,2,2,5,1,2,2,2,1,1,1,1,1,4,2,2,2,1
42,4,2,2,3,9,5,6,2,1,2,1,3,3,3,3,3,1,1,1,2
58,1,1,2,9,2,3,1,2,2,2,1,1,1,1,1,3,2,2,3,1
48,1,1,2,2,2,2,1,2,2,2,1,1,1,1,1,4,3,3,3,1
48,2,2,2,2,2,3,1,1,1,2,1,2,2,1,1,3,2,2,2,2
46,2,1,2,2,2,1,1,2,2,2,2,1,1,1,1,2,2,2,2,1
77,3,1,2,2,2,2,1,2,2,2,1,1,1,1,1,3,2,2,1,1
81,3,1,2,2,11,1,1,2,2,2,2,1,1,1,1,4,2,2,2,1
55,1,1,2,2,2,1,1,1,1,2,1,2,2,2,2,3,2,2,2,1
64,4,2,2,9,2,5,6,2,2,2,1,1,1,1,1,3,1,1,1,2
52,3,3,2,9,11,5,9,2,2,2,1,1,1,1,1,4,2,2,2,2
51,4,2,2,4,11,5,6,2,1,2,1,3,3,3,3,3,1,2,1,1
56,1,3,2,9,11,3,9,1,1,2,1,1,1,1,1,4,3,3,3,1
61,3,1,2,2,2,3,1,1,1,2,1,2,2,3,1,3,2,2,2,1
53,1,1,2,1,2,2,1,1,1,2,1,3,3,3,3,4,2,2,2,2
57,4,2,2,3,2,5,6,2,1,2,1,3,3,3,3,2,1,1,1,2
46,3,1,2,1,2,1,1,2,2,2,2,1,1,1,1,4,3,3,3,1
43,4,2,2,2,2,2,1,1,1,2,1,2,2,2,2,4,2,2,2,2
48,1,3,2,9,11,5,9,2,2,2,2,1,1,1,1,4,2,2,2,1
57,3,1,2,2,2,3,1,2,2,2,1,1,1,1,1,2,1,2,2,1
45,1,1,2,1,2,2,1,2,2,2,2,1,1,1,1,3,2,2,2,1
55,3,1,2,3,2,3,1,2,2,2,2,1,1,1,1,2,2,2,2,1
48,4,2,2,2,2,1,1,2,2,2,2,1,1,1,1,4,2,2,2,1
60,4,2,2,2,2,2,1,1,1,2,1,2,2,3,3,2,1,1,2,1
56,3,1,2,1,11,5,6,2,2,2,2,1,1,1,1,4,2,3,2,2
44,4,2,2,3,2,1,3,1,1,2,1,3,3,3,3,4,2,2,2,1
45,3,1,2,2,2,5,6,2,2,2,2,1,1,1,1,4,3,3,3,2
65,3,1,2,2,2,2,1,2,2,2,1,1,1,1,1,4,2,2,2,1
43,1,1,2,9,2,5,6,2,2,2,1,1,1,1,1,4,2,2,2,2
46,1,1,1,3,2,1,1,2,2,2,1,1,1,1,1,2,2,2,3,1
62,4,2,2,2,2,5,1,2,2,2,2,1,1,1,1,4,2,2,2,1
48,3,1,2,2,2,5,9,1,1,2,1,1,1,1,1,4,3,3,3,2
45,1,1,2,1,2,3,1,2,2,2,1,1,1,1,1,1,2,2,2,1
78,4,2,2,3,2,5,6,2,1,2,1,3,3,3,3,3,1,2,1,1
45,1,1,2,9,2,5,6,2,2,2,2,1,1,1,1,3,2,2,2,2
75,2,2,2,2,9,5,6,2,1,2,2,3,2,1,1,4,2,2,2,2
47,2,3,2,9,11,5,6,2,2,2,2,1,1,1,1,4,3,3,3,1
58,2,1,2,2,2,1,1,1,1,2,1,2,2,1,1,4,2,2,2,2
76,3,1,1,10,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,1
67,3,3,2,9,2,5,6,1,1,2,1,1,1,1,1,4,3,3,3,2
75,1,3,2,2,2,1,1,2,2,2,2,1,1,1,1,4,2,2,2,2
77,3,1,1,10,10,5,1,2,2,2,2,1,1,1,1,4,3,3,3,1
48,2,3,2,9,2,5,9,2,2,2,2,1,1,1,1,4,2,2,2,1
47,4,2,2,2,2,1,1,2,2,2,2,1,1,1,1,3,1,1,2,1
44,4,2,2,9,2,5,6,2,1,2,1,2,3,3,3,3,1,1,2,2
46,4,2,2,2,2,1,1,2,2,2,2,1,1,1,1,3,1,1,1,2
85,3,1,2,2,2,4,1,1,1,2,1,1,1,1,1,3,1,2,1,2
76,3,1,2,2,11,5,6,2,2,2,2,1,1,1,1,4,2,2,2,1
55,1,1,2,3,2,1,1,2,2,2,1,1,1,1,1,2,2,2,2,1
44,4,2,2,9,2,5,6,2,2,2,2,1,1,1,1,4,2,2,2,2
69,2,2,2,9,2,5,6,2,1,2,1,3,3,3,3,3,2,2,2,2
51,3,1,2,2,2,4,1,1,1,2,1,1,1,1,1,2,1,2,1,2
52,1,1,2,1,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,1
68,3,3,2,6,11,5,1,1,1,2,1,1,1,1,1,2,2,2,2,1
37,4,2,2,2,2,5,6,2,2,2,1,1,1,1,1,3,1,1,1,2
52,1,1,1,1,2,1,1,2,2,2,1,1,1,1,1,3,2,2,2,1
67,1,3,2,1,2,1,1,1,1,2,1,2,2,2,2,3,2,2,2,1
81,3,3,2,9,11,1,9,2,2,2,2,1,1,1,1,4,2,2,2,1
78,3,1,1,10,10,5,9,2,2,2,2,1,1,1,1,4,3,3,3,1
78,3,1,1,10,10,5,9,2,2,2,2,1,1,1,1,4,3,3,3,1
71,3,1,1,10,10,5,9,2,2,2,2,1,1,1,1,2,2,2,2,1
51,1,1,2,9,2,5,6,1,1,2,1,1,1,1,1,2,2,2,2,2
51,3,1,1,10,10,5,1,2,2,2,2,1,1,1,1,4,2,2,3,1
39,1,3,2,9,11,5,6,2,2,2,1,1,1,1,1,4,2,2,2,2
72,2,1,2,2,2,1,9,2,2,2,2,1,1,1,1,2,2,3,2,1
53,4,2,2,2,2,5,6,2,1,2,1,3,3,2,2,2,3,3,3,2
59,1,1,2,2,2,2,1,2,2,2,1,1,1,1,1,4,2,2,2,1
90,3,1,2,9,11,3,9,2,2,2,2,1,1,1,1,4,2,2,2,2
59,1,1,2,2,2,1,1,2,2,2,1,1,1,1,1,4,2,2,2,1
65,3,1,2,2,2,1,1,2,2,2,2,1,1,1,1,3,2,2,1,1
45,4,2,2,2,2,5,6,2,1,2,1,3,3,2,2,2,1,2,1,1
53,1,3,2,9,11,5,9,2,2,2,1,1,1,1,1,4,2,2,2,1
53,2,2,2,2,11,5,6,2,2,2,2,1,1,1,1,4,2,2,2,1
78,3,1,2,2,2,1,1,2,2,2,2,1,1,1,1,2,2,2,2,1
48,2,2,1,9,10,1,1,2,2,2,2,1,1,1,1,4,2,2,2,1
64,4,2,2,1,2,1,1,2,2,2,2,1,1,1,1,3,1,1,2,1
50,1,1,2,1,2,2,1,1,1,2,1,2,2,1,1,4,2,2,2,1
72,3,1,2,1,11,1,5,2,2,2,2,1,1,1,1,2,2,2,2,1
63,3,1,2,2,2,2,1,2,2,2,2,1,1,1,1,2,2,2,2,1
75,1,1,2,2,2,1,1,2,2,2,1,1,1,1,1,4,2,2,2,1
60,1,3,2,2,2,1,1,2,2,2,2,1,1,1,1,4,2,2,2,1
74,3,1,1,10,10,5,9,2,2,2,2,1,1,1,1,3,2,2,2,1
77,1,1,2,2,2,1,1,2,2,2,1,1,1,1,1,4,2,2,2,1
50,1,3,2,9,11,5,9,2,2,2,2,1,1,1,1,4,2,2,2,1
69,3,3,2,9,11,3,2,2,2,2,1,1,1,1,1,4,2,2,2,2
43,4,3,2,9,11,5,6,2,1,2,1,1,1,1,1,4,3,3,3,1
47,2,1,2,2,2,1,1,1,1,2,2,1,1,1,1,3,2,2,2,1
33,4,2,2,4,11,5,6,2,1,2,1,2,2,3,3,2,2,2,2,1
53,2,3,2,9,11,5,9,2,2,2,2,1,1,1,1,4,2,2,2,1
79,2,1,2,2,2,3,1,1,1,2,2,3,3,3,3,4,2,2,2,1
57,2,1,2,3,2,1,1,2,2,2,1,1,1,1,1,3,2,2,2,1
44,2,1,2,9,11,5,9,2,2,2,1,1,1,1,1,4,2,2,2,1
80,2,2,2,2,2,5,6,2,1,2,1,2,2,1,1,4,2,2,2,2
67,3,1,1,10,10,5,9,2,2,2,2,1,1,1,1,3,1,2,2,1
67,3,1,1,10,10,5,9,2,2,2,2,1,1,1,1,3,1,2,2,1
58,3,1,2,2,2,1,1,2,2,2,2,1,1,1,1,4,3,3,3,1
55,1,1,2,3,2,1,1,1,1,2,1,2,3,2,2,2,2,2,2,1
56,3,1,1,10,10,5,1,2,2,2,2,1,1,1,1,4,3,3,3,1
59,3,1,2,9,2,5,6,1,1,2,1,1,1,1,1,1,1,1,1,2
38,1,3,2,9,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,1
63,2,1,2,3,2,3,9,2,2,2,1,1,1,1,1,2,2,3,2,1
41,3,1,2,2,2,5,6,1,1,2,1,1,1,1,1,4,3,3,3,2
49,1,1,2,9,2,5,6,2,2,2,2,1,1,1,1,4,2,2,2,2
39,1,3,2,9,11,5,9,2,2,2,1,1,1,1,1,4,3,3,3,1
51,3,1,2,1,11,1,1,2,2,2,2,1,1,1,1,4,2,2,3,1
45,4,2,2,2,2,1,1,2,2,2,2,1,1,1,1,3,1,1,1,1
42,1,3,2,9,11,5,9,2,2,2,2,1,1,1,1,4,2,2,2,1
50,2,1,2,2,2,1,1,2,2,2,1,1,1,1,1,3,2,2,2,1
38,2,2,1,9,10,1,1,2,2,2,2,1,1,1,1,4,2,2,2,1
69,4,2,2,1,2,1,1,1,1,2,2,2,2,2,2,2,1,1,2,1
64,1,1,2,2,2,5,6,2,2,2,2,1,1,1,1,4,2,2,2,2
42,3,1,2,2,11,1,5,2,2,2,2,1,1,1,1,4,3,3,3,1
47,4,2,2,1,2,5,6,2,2,2,2,1,1,1,1,2,2,2,2,2
47,4,2,2,2,11,5,6,2,2,2,2,1,1,1,1,2,2,2,3,2
40,1,3,2,9,11,5,9,1,1,2,1,1,1,1,1,4,3,3,3,1
46,1,3,2,9,7,2,9,1,1,2,1,1,1,1,1,4,3,3,3,1
40,2,2,2,9,2,1,1,2,2,2,2,1,1,1,1,2,2,2,2,2
83,3,1,2,2,11,5,6,2,2,2,2,1,1,1,1,4,2,2,2,2
37,2,2,1,9,10,1,1,2,2,2,2,1,1,1,1,4,3,3,3,1
69,4,2,2,2,2,5,6,2,2,2,2,1,1,1,1,4,2,2,2,2
64,3,1,2,2,11,1,1,2,2,2,2,1,1,1,1,1,2,2,2,1
75,3,1,2,3,2,4,1,1,1,2,1,1,1,1,1,2,1,2,2,2
51,3,3,2,9,11,5,9,2,2,2,2,1,1,1,1,4,2,2,2,1
44,2,1,2,2,2,1,1,2,2,2,1,1,1,1,1,2,2,2,2,1
51,4,2,2,3,2,5,6,2,1,2,1,3,2,3,3,3,1,1,2,2
77,1,1,2,2,2,1,1,2,2,2,1,1,1,1,1,2,2,2,2,1
62,4,2,2,1,2,5,9,2,2,2,2,1,1,1,1,4,2,2,2,2
53,4,2,2,2,2,5,6,2,1,2,2,2,2,1,1,2,1,2,1,2
89,4,2,2,1,2,5,6,2,1,2,2,2,3,2,2,4,1,2,2,2
41,3,1,2,2,2,2,1,2,2,2,2,1,1,1,1,4,2,2,2,1
68,3,1,1,10,10,5,1,2,2,2,2,1,1,1,1,4,2,3,2,1
68,3,1,1,10,10,5,1,2,2,2,2,1,1,1,1,4,2,3,2,1
68,3,1,1,10,10,5,1,2,2,2,2,1,1,1,1,4,2,3,2,1
52,3,1,2,2,2,3,1,2,2,2,2,1,1,1,1,4,2,2,2,2
38,1,1,2,2,2,2,1,1,1,2,1,1,1,1,1,4,3,3,3,1
35,2,3,2,9,11,1,9,2,2,2,1,1,1,1,1,4,3,3,3,1
40,1,1,2,3,11,5,9,2,2,2,1,1,1,1,1,4,2,2,2,1
49,1,1,2,9,2,5,6,2,2,2,1,1,1,1,1,2,2,3,2,2
74,3,1,2,2,11,1,1,2,2,2,2,1,1,1,1,4,3,3,3,1
54,3,1,1,10,10,5,1,2,2,2,2,1,1,1,1,4,3,3,3,1
43,4,2,2,2,2,1,1,2,2,2,2,1,1,1,1,4,2,2,2,2
60,4,2,2,1,2,1,1,2,2,2,2,1,1,1,1,3,1,1,1,1
77,3,3,2,9,11,5,9,2,2,2,2,1,1,1,1,4,2,2,2,1
69,4,2,2,3,11,5,6,2,1,2,1,2,2,2,3,3,1,1,2,2
60,3,1,2,2,2,4,6,1,1,2,1,1,1,1,1,4,3,3,3,2
40,1,1,2,9,2,5,6,2,2,2,2,1,1,1,1,4,2,2,2,1
85,3,1,2,2,2,2,1,2,2,2,2,1,1,1,1,2,2,2,1,1
63,3,1,2,2,2,2,1,2,2,2,1,1,1,1,1,4,2,2,2,1
53,1,3,2,2,2,1,1,1,1,2,2,3,3,3,3,4,2,2,2,1
43,1,1,2,9,11,1,1,2,2,2,1,1,1,1,1,4,3,3,3,1
49,2,3,1,9,10,1,1,2,2,2,2,1,1,1,1,2,2,2,2,2
56,4,2,2,4,2,5,6,2,1,2,2,3,3,3,3,3,1,2,1,1
55,1,3,2,9,11,5,9,2,2,2,1,1,1,1,1,4,3,3,3,1
57,4,2,2,2,2,1,1,2,2,2,2,1,1,1,1,3,1,1,1,1
35,4,2,2,2,2,1,1,2,2,2,2,1,1,1,1,3,1,1,1,1
41,1,1,2,2,2,2,1,2,2,2,1,1,1,1,1,4,2,2,2,1
67,1,1,2,2,2,5,6,2,2,2,1,1,1,1,1,4,2,2,2,2
63,3,1,2,2,2,5,6,2,2,2,2,1,1,1,1,3,2,2,2,2
46,3,1,2,2,2,3,1,2,2,2,1,1,1,1,1,3,1,2,1,1
35,4,2,2,1,2,1,1,2,2,2,2,1,1,1,1,3,1,1,1,1
45,1,1,2,9,2,5,6,2,2,2,2,1,1,1,1,4,3,3,3,2
86,3,1,2,3,2,4,1,1,1,2,1,1,1,1,1,3,1,3,1,2
45,4,1,2,9,2,5,6,2,2,2,2,1,1,1,1,2,3,3,3,2
40,3,1,2,2,2,5,6,2,2,2,2,1,1,1,1,2,2,2,2,2
50,3,1,2,2,2,2,1,2,2,2,1,1,1,1,1,4,2,2,2,1
45,2,1,2,3,2,3,1,2,2,2,1,1,1,1,1,3,2,2,2,1
54,1,1,2,9,2,5,1,2,2,2,1,1,1,1,1,3,2,2,2,1
56,2,2,1,9,10,1,1,2,2,2,2,1,1,1,1,4,2,2,2,1
78,4,2,2,1,2,5,6,2,1,2,1,3,2,3,3,4,2,2,2,2
43,1,1,1,2,2,1,1,2,2,2,2,1,1,1,1,4,2,2,2,1
58,2,1,2,4,2,3,9,2,2,2,1,1,1,1,1,2,2,2,2,1
41,2,1,2,2,2,1,1,1,1,2,2,1,1,1,1,3,2,2,2,1
44,2,2,1,9,10,1,1,2,2,2,2,1,1,1,1,2,2,2,2,1
48,3,1,2,1,2,2,1,2,2,2,1,1,1,1,1,4,2,2,2,1
58,3,3,2,9,11,5,9,2,2,2,2,1,1,1,1,4,3,3,3,1
47,1,1,2,2,2,1,1,1,1,2,1,2,2,1,1,4,2,2,2,1
38,1,1,2,2,2,2,1,1,1,2,1,3,3,2,2,2,1,2,2,1
38,3,3,2,9,11,5,9,2,2,2,1,1,1,1,1,4,3,3,3,1
81,3,1,2,2,2,4,3,1,1,2,1,1,1,1,1,2,2,3,2,2
70,1,1,2,1,2,3,1,2,2,2,1,1,1,1,1,3,2,2,2,1
54,4,2,2,2,2,1,1,2,2,2,2,1,1,1,1,3,1,2,2,1
42,4,2,2,1,2,1,1,2,2,2,2,1,1,1,1,3,1,1,1,1
63,3,1,2,2,2,2,1,2,2,2,1,1,1,1,1,3,1,2,1,1
45,4,2,2,3,2,5,6,2,1,2,1,3,3,3,3,3,2,2,2,2
47,1,1,1,2,2,5,6,2,2,2,2,1,1,1,1,4,3,3,3,2
77,4,2,2,1,2,4,1,1,1,2,1,2,3,3,3,4,2,2,2,1
57,3,1,2,9,2,1,1,2,2,2,2,1,1,1,1,4,2,2,2,1
62,4,2,2,1,2,5,6,2,2,2,2,1,1,1,1,3,1,1,1,2
52,2,2,2,2,2,5,6,1,1,2,1,3,3,3,3,2,2,2,2,2
41,4,2,2,9,11,5,9,2,2,2,2,1,1,1,1,4,2,2,2,2
52,2,1,2,2,2,1,1,2,2,2,2,1,1,1,1,3,2,2,2,1
39,1,1,2,2,2,2,1,1,1,2,1,3,3,2,2,4,3,3,3,1
59,4,3,2,4,11,5,6,2,1,2,1,3,3,2,2,4,2,2,2,2
59,3,1,2,2,11,3,9,2,2,2,2,1,1,1,1,4,2,2,2,1
56,4,2,2,2,6,5,6,2,1,2,1,3,3,3,3,3,1,1,1,1
50,4,2,2,1,2,1,1,2,2,2,2,1,1,1,1,4,2,2,2,1
63,3,1,1,1,2,1,1,2,2,2,2,1,1,1,1,2,2,2,2,1
72,3,1,2,2,2,1,1,2,2,2,2,1,1,1,1,4,2,2,2,1
37,1,1,2,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,1
65,3,1,2,2,2,1,1,2,2,2,2,1,1,1,1,4,2,2,2,1
38,2,2,1,9,10,1,1,2,2,2,2,1,1,1,1,3,2,2,2,2
45,4,2,2,1,2,4,1,1,1,2,1,2,2,2,2,4,2,2,2,1
66,3,1,2,2,2,3,1,2,2,2,1,1,1,1,1,4,2,2,2,1
58,3,1,1,10,10,5,1,2,2,2,2,1,1,1,1,4,2,2,2,1
58,3,1,1,10,10,5,1,2,2,2,2,1,1,1,1,4,2,2,2,1
35,4,2,2,3,2,5,6,2,1,2,1,3,3,3,3,3,1,2,1,2
66,1,3,2,9,11,5,9,2,2,2,2,1,1,1,1,4,2,2,2,1
65,1,1,2,9,2,5,6,2,2,2,2,1,1,1,1,4,2,2,2,1
64,2,1,2,4,2,1,1,2,2,2,2,1,1,1,1,2,2,2,2,1
47,2,1,2,3,2,1,1,1,1,2,2,2,2,1,1,2,2,3,2,1
50,4,2,2,2,2,1,1,2,2,2,2,1,1,1,1,3,1,1,1,1
39,1,1,2,1,2,1,1,2,2,2,1,1,1,1,1,4,2,2,2,1
69,4,3,2,9,11,5,9,1,1,2,1,1,1,1,1,4,3,3,3,1
51,4,3,2,6,11,5,6,2,2,2,1,1,1,1,1,3,1,2,1,1
55,4,2,2,1,5,1,1,2,2,2,2,1,1,1,1,3,1,1,1,2
55,4,2,2,1,2,1,1,2,2,2,2,1,1,1,1,3,1,1,1,2
58,4,2,2,1,2,5,6,2,2,2,1,1,1,1,1,3,1,1,1,2
55,4,2,2,1,2,1,1,1,1,2,2,2,2,1,1,3,1,1,1,2
41,4,2,2,1,2,1,1,2,2,2,2,1,1,1,1,2,1,1,1,1
42,4,2,2,2,2,1,1,1,1,2,1,2,2,2,2,2,1,1,1,1
42,4,2,2,2,11,5,6,2,1,2,1,2,2,2,3,1,1,1,1,2
45,1,1,2,9,11,5,9,2,2,2,1,1,1,1,1,4,2,2,2,2
57,3,1,1,9,2,1,1,2,2,2,2,1,1,1,1,4,2,2,2,1
63,1,1,1,9,2,1,1,2,2,2,1,1,1,1,1,4,2,2,2,1
64,3,1,1,10,10,5,1,2,2,2,2,1,1,1,1,4,3,3,3,1
45,4,2,2,2,2,5,6,2,2,2,1,1,1,1,1,2,1,1,1,2
60,4,2,2,2,2,5,6,2,2,2,2,1,1,1,1,2,1,1,1,1
